loan_amnt,int_rate,grade,emp_length,home_ownership,annual_inc,age,default,default_amount
24000,10.25,B,4,MORTGAGE,90000,28,1,14033
4000,6.54,A,3,MORTGAGE,28800,37,1,1571
4000,,B,1,MORTGAGE,18000,25,0,0
10000,6.92,A,25,RENT,43337,33,0,0
8000,15.99,D,8,MORTGAGE,88000,30,0,0
2200,,A,9,MORTGAGE,36000,23,1,1098
14500,10.99,B,18,OWN,36000,22,0,0
6000,,B,7,RENT,48000,38,0,0
5500,12.18,B,6,MORTGAGE,97000,32,0,0
20000,15.28,D,5,OWN,90000,28,1,10415
7500,16.4,E,0,RENT,50000,26,0,0
14400,14.27,C,6,RENT,78000,23,0,0
4200,6.92,A,15,RENT,48000,26,0,0
6000,,B,11,RENT,45000,24,0,0
11000,13.79,C,1,RENT,69996,28,0,0
10000,13.85,C,4,RENT,72000,23,0,0
7200,6.03,A,11,OWN,10080,33,1,4122
5800,11.97,C,7,MORTGAGE,89018,26,0,0
16000,14.96,D,8,MORTGAGE,60000,29,1,11892
10000,10.37,B,5,RENT,27600,34,1,4077
7000,8.49,A,5,OWN,37200,21,1,3071
5325,7.88,A,28,MORTGAGE,90000,28,1,2901
8000,13.92,C,0,MORTGAGE,37732.83,35,1,3645
12000,13.61,C,15,MORTGAGE,110000,30,0,0
4000,13.79,C,0,RENT,20000,26,0,0
7500,,C,4,MORTGAGE,30160,44,1,3413
4800,16.49,D,3,RENT,32000,22,0,0
9600,14.27,C,6,MORTGAGE,156000,26,0,0
1000,9.63,A,2,MORTGAGE,60000,22,0,0
15000,12.42,B,13,RENT,77000,23,1,9245
14000,7.9,A,8,MORTGAGE,90000,29,0,0
2650,10.59,B,2,RENT,46728,23,0,0
17000,14.54,D,3,RENT,92000,31,0,0
2000,8.49,A,0,OWN,29000,32,0,0
2400,13.22,C,6,RENT,47652,34,1,1035
12000,,A,8,OWN,31000,25,1,4719
20000,13.22,C,6,RENT,50000,22,0,0
10000,5.99,A,0,MORTGAGE,102000,28,0,0
10000,14.74,D,11,MORTGAGE,51000,30,1,4427
15600,13.61,C,9,MORTGAGE,54000,24,1,7720
1500,6.03,A,6,MORTGAGE,24000,38,0,0
10000,16,D,0,RENT,46000,42,1,4075
25000,12.84,C,11,MORTGAGE,70000,36,0,0
1675,6.54,A,0,RENT,60000,24,0,0
12500,13.06,C,4,OWN,38400,25,0,0
18000,10.75,B,0,RENT,30996,29,0,0
2400,15.57,D,0,RENT,40000,30,0,0
2000,10.36,B,6,MORTGAGE,60000,23,0,0
2200,9.63,A,9,RENT,9732,38,0,0
4000,12.99,C,0,RENT,42500,25,0,0
10200,7.49,A,4,RENT,42000,24,1,6149
9000,7.74,A,0,MORTGAGE,33612,34,1,6026
3000,11.11,B,6,RENT,43000,22,1,1358
3000,10.75,B,12,MORTGAGE,28692,21,0,0
13000,10.62,B,39,RENT,52809.12,34,1,7325
16000,,C,10,MORTGAGE,72087,28,0,0
16000,15.65,D,1,MORTGAGE,171200,31,0,0
14000,13.92,C,1,RENT,54000,22,1,7971
8000,9.99,B,11,MORTGAGE,100010,40,0,0
5000,15.13,E,4,RENT,56016,23,1,2217
20000,7.49,A,2,MORTGAGE,170000,25,0,0
14300,10.99,B,3,OWN,44390,23,1,6287
25000,7.51,A,13,MORTGAGE,56900,25,0,0
4000,13.48,C,3,MORTGAGE,115000,29,1,1486
6400,,A,19,MORTGAGE,54996,28,0,0
13000,12.87,C,10,RENT,43000,22,0,0
24000,,C,21,MORTGAGE,84000,37,0,0
5000,6.99,A,1,RENT,52000,22,0,0
18500,12.87,C,3,RENT,145000,26,0,0
4500,9.91,B,11,RENT,52000,29,0,0
9600,7.9,A,9,RENT,54000,22,0,0
9000,6.92,A,1,MORTGAGE,57248,28,0,0
5000,12.92,D,4,RENT,42100,24,1,2226
6000,15.96,C,9,OWN,44000,24,1,2883
8000,14.65,C,3,RENT,28000,25,0,0
7000,5.99,A,,MORTGAGE,19200,24,0,0
12000,12.61,C,8,OWN,63996,29,0,0
7000,15.62,D,3,RENT,60000,25,0,0
6500,6.03,A,7,MORTGAGE,72000,27,0,0
2500,5.42,A,1,RENT,26940,21,1,1122
8475,6.91,A,0,MORTGAGE,44000,26,0,0
3000,7.66,A,22,RENT,53196,30,1,1393
5000,13.72,C,4,RENT,28000,23,1,2276
8400,11.49,B,15,RENT,35960,26,0,0
7500,9.76,B,4,RENT,22596,22,1,3228
2500,,D,2,RENT,35000,24,1,978
10000,9.32,A,3,RENT,120000,25,1,4853
10000,11.14,B,6,RENT,49920,22,1,4579
4575,7.51,A,31,MORTGAGE,106000,24,0,0
9500,13.99,C,29,MORTGAGE,72000,27,0,0
1000,10.25,B,6,RENT,28000,22,1,500
15000,15.2,D,3,MORTGAGE,70000,37,1,7625
20000,14.46,D,,RENT,104000,37,0,0
18000,8.49,A,4,RENT,132000,27,0,0
8875,10.65,B,13,MORTGAGE,33000,22,0,0
8000,6.62,A,2,RENT,50000,22,0,0
4800,10.62,B,2,RENT,14400,35,0,0
8000,10.78,C,4,MORTGAGE,78000,42,0,0
8000,6.99,A,18,MORTGAGE,65000,26,1,3871
15000,7.49,A,7,MORTGAGE,175000,27,0,0
8000,12.61,C,0,RENT,96000,26,1,3518
8500,6.76,A,16,OWN,150000,28,1,3801
10000,9.88,B,1,RENT,70000,24,0,0
5000,7.68,A,3,RENT,120000,26,0,0
9600,15.62,D,5,RENT,60000,25,1,5461
8000,13.22,C,5,MORTGAGE,78000,24,0,0
20000,12.53,B,4,MORTGAGE,86670,23,0,0
4500,11.86,B,2,RENT,45600,37,1,2961
3725,8.49,A,3,RENT,120000,23,1,1870
5000,11.89,B,3,RENT,48000,24,1,2596
6600,11.14,B,2,RENT,40200,27,1,4760
3600,5.99,A,1,RENT,60000,39,0,0
12000,12.53,C,7,RENT,53000,24,1,5135
10500,9.63,B,0,RENT,75000,28,1,4429
15000,11.11,B,0,RENT,60000,23,0,0
1500,6.99,A,1,RENT,12000,22,1,702
8000,7.29,A,15,RENT,80000,25,1,3494
5000,11.97,C,8,RENT,48000,32,1,2483
25000,14.96,D,14,MORTGAGE,112000,43,0,0
7000,8,A,2,RENT,44500,23,1,3405
24000,17.56,E,2,RENT,55000,22,1,12602
1000,6.76,A,6,OWN,42900,23,0,0
2800,8.9,A,11,RENT,54000,21,1,1670
7000,11.99,B,14,MORTGAGE,130000,24,1,3128
3800,15.28,D,4,RENT,75000,23,1,1526
7200,8.9,A,4,RENT,60000,27,1,3613
1000,13.48,C,2,MORTGAGE,88000,37,0,0
5400,15.31,D,1,OWN,18000,22,0,0
15000,11.14,B,7,RENT,75000,27,0,0
12500,14.61,D,8,RENT,42960,25,0,0
12000,,A,2,RENT,24000,32,0,0
10000,8.59,A,7,RENT,55000,26,0,0
4000,10.99,B,5,RENT,18000,23,0,0
18000,14.96,D,0,MORTGAGE,102000,21,0,0
10000,10.99,B,4,OWN,38000,33,0,0
3000,9.63,A,12,MORTGAGE,52000,26,0,0
5000,13.48,C,8,MORTGAGE,30000,24,1,2638
2400,11.99,B,19,RENT,70000,34,0,0
7500,10.08,B,3,MORTGAGE,145000,25,1,4823
8500,11.14,B,7,MORTGAGE,80000,23,0,0
19000,10.37,B,12,MORTGAGE,92795,26,0,0
3000,7.49,A,14,MORTGAGE,32400,31,1,1401
15000,14.54,D,10,MORTGAGE,75000,25,1,8318
15000,15.31,D,0,MORTGAGE,50000,24,1,8763
16000,10.99,B,4,MORTGAGE,42000,35,1,8588
13800,,B,4,MORTGAGE,75000,31,0,0
13000,15.95,E,6,OWN,43200,23,1,6061
2500,6.91,A,8,MORTGAGE,29004,22,0,0
11100,12.21,B,2,RENT,32244,22,1,5693
18250,14.26,C,8,RENT,52000,25,1,14053
20000,7.9,A,4,RENT,140000,27,0,0
12000,5.79,A,8,RENT,62000,23,1,6281
20000,13.98,C,3,RENT,80000,22,0,0
16000,6.03,A,4,MORTGAGE,124000,23,0,0
2000,12.69,B,26,MORTGAGE,52645,25,1,1094
25000,10.99,B,4,RENT,49000,21,0,0
6000,10.59,B,2,MORTGAGE,42000,36,0,0
23000,14.84,D,10,MORTGAGE,53000,31,1,10304
12000,13.47,C,0,RENT,60000,22,1,5332
6200,15.23,C,6,RENT,29004,22,0,0
25000,10.75,B,3,MORTGAGE,100000,25,0,0
12000,9.91,B,13,MORTGAGE,63150,23,0,0
4000,13.22,C,0,RENT,17500,21,1,1812
6500,9.91,B,1,RENT,38400,34,0,0
15000,6.62,A,1,MORTGAGE,36000,30,0,0
3525,14.59,D,5,RENT,36000,24,1,1226
4000,6.76,A,1,RENT,40200,26,1,2044
15000,16,E,15,MORTGAGE,50000,26,0,0
6000,11.48,B,1,RENT,56000,23,1,3150
5000,11.49,B,5,RENT,30960,32,1,2756
10000,15.33,D,6,MORTGAGE,61000,23,0,0
12000,7.49,A,0,RENT,32000,37,0,0
20000,9.45,B,24,MORTGAGE,120000,28,0,0
9600,13.57,C,7,RENT,60000,28,1,5362
20000,15.65,D,2,RENT,57500,28,1,11434
5200,13.49,C,0,RENT,24000,22,1,2226
9900,6.99,A,4,MORTGAGE,138000,43,1,5822
10000,11.14,B,3,MORTGAGE,37440,40,1,4785
10000,5.79,A,14,OWN,82500,24,0,0
2000,8.94,A,1,MORTGAGE,75000,24,1,855
10000,10.51,B,18,RENT,63000,46,0,0
5000,19.47,F,0,OWN,30288.24,22,1,2139
1800,12.69,B,2,RENT,25000,23,1,920
15000,15.31,D,0,OWN,40000,31,0,0
12000,,C,7,OWN,87500,21,1,6995
5500,7.88,A,,RENT,15436.8,26,1,3192
2000,14.17,C,5,OWN,25000,25,0,0
5000,13.79,C,1,OWN,85000,25,0,0
21000,19.41,F,3,RENT,40000,35,0,0
6000,6.91,A,2,MORTGAGE,144000,30,0,0
8000,7.29,A,5,MORTGAGE,120000,26,0,0
2875,11.28,C,1,RENT,36800,25,1,1575
1200,9.96,B,1,OWN,32000,22,0,0
5000,15.7,D,5,RENT,22000,21,0,0
13750,13.79,C,2,RENT,33000,41,1,9533
1500,7.68,A,9,RENT,23004,24,0,0
7000,5.79,A,35,MORTGAGE,52500,25,1,3640
9500,11.71,B,2,MORTGAGE,90000,25,0,0
7000,14.96,D,9,RENT,47000,21,0,0
12000,10.99,B,1,RENT,64500,26,1,5919
4000,14.65,C,11,RENT,45000,37,1,2197
4800,10.65,B,14,MORTGAGE,72000,25,0,0
2800,13.61,C,1,RENT,50000,26,1,1228
20000,14.72,C,3,RENT,58000,30,0,0
11000,6.03,A,15,MORTGAGE,120000,30,1,7166
6500,15.01,F,9,MORTGAGE,213000,25,1,3272
1500,11.36,B,11,MORTGAGE,58000,36,1,591
5150,12.41,C,6,MORTGAGE,105000,33,1,2426
25000,13.55,D,0,MORTGAGE,62000,27,1,11464
16000,10.25,B,11,OWN,600000,37,0,0
5000,6.92,A,4,MORTGAGE,100000,26,1,2054
10000,9.91,B,3,MORTGAGE,26004,25,0,0
10000,,B,8,RENT,68496,28,0,0
12000,13.43,C,8,MORTGAGE,78000,26,1,8070
15000,9.88,B,6,RENT,95000,23,1,8761
35000,,B,11,MORTGAGE,80000,22,0,0
14500,6.54,A,3,MORTGAGE,90000,35,1,6818
15000,9.91,B,3,RENT,50000,26,1,7994
6400,7.51,A,0,RENT,76800,24,1,2754
12000,15.31,D,2,RENT,73558,25,1,5622
9925,11.48,B,4,MORTGAGE,45000,23,0,0
6000,9.99,B,3,OWN,53000,26,1,3365
3200,6.99,A,5,MORTGAGE,51996,30,0,0
7600,6.03,A,13,MORTGAGE,100000,27,0,0
22000,10.75,B,3,MORTGAGE,160000,33,1,10324
8000,8.59,A,4,MORTGAGE,56000,31,0,0
7800,,A,8,MORTGAGE,110000,23,0,0
12000,15.65,D,6,RENT,70000,33,0,0
15000,11.48,B,1,RENT,48000,21,0,0
1500,,D,1,RENT,18996,22,0,0
4200,11.36,B,5,MORTGAGE,33000,29,1,1496
7500,15.07,E,5,MORTGAGE,75000,27,0,0
4000,12.99,C,6,RENT,40000,53,1,2843
9000,15.58,D,0,RENT,36000,24,1,2942
15000,13.99,D,4,MORTGAGE,64000,35,1,6746
6000,9.25,B,5,OWN,40000,22,1,2841
10000,10.99,B,12,RENT,50000,22,0,0
20000,10.65,B,0,RENT,65000,23,1,11124
6000,12.42,B,4,RENT,92000,23,0,0
3000,11.99,B,4,MORTGAGE,48000,28,1,1490
7200,10.71,B,18,MORTGAGE,40000,35,0,0
12000,9.91,B,0,RENT,36000,25,0,0
7000,14.27,C,6,RENT,55900,28,1,4136
4350,10.99,B,0,RENT,50000,46,1,2518
6650,12.69,B,2,RENT,56000,24,0,0
4800,,C,4,RENT,19200,28,0,0
7200,14.72,C,11,RENT,60675.83,21,0,0
1500,12.84,C,1,MORTGAGE,90000,23,1,848
35000,,D,5,MORTGAGE,175000,23,1,14795
5000,11.36,B,25,RENT,59800,21,0,0
6200,5.99,A,4,RENT,72000,22,1,4539
7500,12.29,C,6,MORTGAGE,500000,35,0,0
5000,9.63,A,8,RENT,38004,27,0,0
20000,12.84,C,4,MORTGAGE,150000,27,1,12138
7700,5.42,A,7,RENT,65000,56,0,0
6000,11.49,B,3,OWN,24000,22,1,3464
5000,11.49,B,0,RENT,37000,32,1,2494
10000,14.26,C,0,RENT,52500,23,1,3741
5000,10.38,B,21,OWN,61848,29,1,2114
12000,12.68,C,4,MORTGAGE,79872,32,1,5040
4400,8.49,A,5,RENT,32496,22,1,2150
5000,7.9,A,,MORTGAGE,86400,28,0,0
7000,10.62,B,,RENT,17000,21,0,0
4600,15.62,D,3,RENT,58800,26,1,3136
12000,,A,5,OWN,72645.36,26,0,0
20000,,C,6,RENT,82000,22,0,0
8000,16.29,D,14,RENT,108000,26,1,3579
16800,12.42,B,8,RENT,125000,24,1,10473
1200,,A,0,OTHER,40000,27,0,0
15000,11.36,B,7,MORTGAGE,96339,29,0,0
3600,8,A,1,MORTGAGE,35004,21,0,0
15000,16.49,D,7,OWN,60000,22,1,7384
10000,12.42,B,15,RENT,43000,27,1,5995
15000,12.18,B,19,OWN,95892,40,0,0
18000,9.33,B,0,RENT,60000,22,1,12534
12000,5.79,A,13,MORTGAGE,60000,28,0,0
7200,7.49,A,0,RENT,41000,30,1,2378
8400,9.63,B,9,MORTGAGE,125000,55,0,0
7000,14.27,C,1,RENT,62000,30,0,0
15000,5.42,A,4,OWN,40000,39,0,0
7000,14.96,D,3,RENT,42000,26,0,0
11000,,A,11,RENT,39500,23,0,0
5000,13.72,C,3,RENT,14400,21,0,0
20000,15.31,D,2,RENT,120000,28,0,0
5000,14.09,D,2,OWN,74004,24,1,2283
1400,10.59,B,,RENT,45000,26,0,0
10000,11.71,B,5,RENT,50000,22,0,0
4000,14.75,E,0,RENT,62400,24,0,0
9600,18.39,E,14,MORTGAGE,62000,29,0,0
25000,14.46,D,0,MORTGAGE,186996,33,0,0
15000,10.62,B,0,MORTGAGE,87000,26,1,5215
12000,7.9,A,22,MORTGAGE,50000,22,1,5618
10000,6.03,A,1,RENT,121200,41,1,5735
14500,7.88,A,5,RENT,31000,34,0,0
25000,20.11,G,6,MORTGAGE,130000,28,0,0
10000,10.99,B,2,RENT,62364,22,0,0
24000,9.91,B,3,OWN,48000,27,0,0
25000,11.83,B,3,MORTGAGE,98000,33,0,0
6800,7.74,A,8,MORTGAGE,73000,31,0,0
10000,6.92,A,0,RENT,50000,23,0,0
2800,6.92,A,1,RENT,44000,25,0,0
17500,7.9,A,4,RENT,75000,26,1,8596
6850,,A,3,RENT,57000,25,0,0
5000,7.14,A,3,MORTGAGE,58000,23,0,0
6400,11.49,B,5,RENT,30500,25,1,2551
1925,9.91,B,7,OWN,69600,23,0,0
12000,9.91,B,2,RENT,85000,27,0,0
3600,,A,0,MORTGAGE,45000,28,0,0
4800,10.59,B,1,RENT,45000,33,1,2350
9500,7.88,A,5,RENT,41000,23,1,5774
8500,12.87,C,12,RENT,40556,30,0,0
6400,7.4,A,7,MORTGAGE,1440000,44,0,0
3000,6.39,A,2,MORTGAGE,36000,30,1,1257
3250,7.14,A,2,MORTGAGE,39000,21,1,2662
9000,11.14,B,8,MORTGAGE,40000,21,0,0
14000,8.49,A,12,RENT,46000,22,0,0
6000,10.25,B,34,MORTGAGE,58125.48,26,0,0
5000,6.62,A,1,MORTGAGE,39396,22,0,0
10000,11.48,B,23,RENT,57000,23,0,0
14000,13.8,C,5,RENT,65000,38,1,6525
5000,,F,16,RENT,106300,24,1,2013
14075,,B,2,RENT,27996,21,1,8670
29700,12.99,C,6,MORTGAGE,75000,26,1,12507
7750,9.99,B,9,RENT,112000,25,1,4175
5650,15.99,D,0,OWN,20000,25,1,2474
19200,16.77,D,0,RENT,87500,34,0,0
4000,9.88,B,4,RENT,13000,24,0,0
10000,9.88,B,15,RENT,23000,22,0,0
6000,7.66,A,22,RENT,40800,27,0,0
6250,7.49,A,3,MORTGAGE,63177,36,0,0
12650,,A,6,RENT,60000,27,0,0
15000,11.12,B,6,RENT,60000,31,0,0
8000,11.49,B,12,MORTGAGE,101000,32,0,0
5000,10.75,B,6,RENT,15600,25,0,0
7000,,C,2,RENT,49500,23,0,0
8000,7.51,A,13,MORTGAGE,84000,24,1,4200
18225,10.99,B,0,MORTGAGE,50000,31,1,10313
2500,14.35,C,5,RENT,45000,22,0,0
16000,9.91,B,15,RENT,40000,27,0,0
5500,6.54,A,4,RENT,23000,24,0,0
5000,12.17,D,0,RENT,10000,21,1,3469
20000,15.65,D,8,RENT,97200,22,1,12859
15000,11.86,B,0,RENT,72000,27,0,0
8100,,A,,MORTGAGE,68069,24,0,0
10000,5.42,A,1,MORTGAGE,42179.04,23,1,4328
7200,7.49,A,4,RENT,26400,29,0,0
8000,7.51,A,19,MORTGAGE,51000,28,0,0
24250,12.87,C,16,RENT,168750,26,1,10773
4500,8.94,A,19,RENT,18200,24,0,0
6500,5.79,A,3,MORTGAGE,65000,36,0,0
7200,14.74,D,0,OWN,19000,21,0,0
6000,11.89,B,3,RENT,48000,23,1,3463
7000,8.49,A,3,RENT,65000,28,0,0
15000,6.62,A,,RENT,31200,21,0,0
15000,13.22,C,0,RENT,102000,46,1,7268
8000,17.58,D,7,MORTGAGE,48661.8,24,0,0
5000,9.32,A,15,OWN,60000,37,0,0
7000,11.71,B,14,MORTGAGE,275000,30,0,0
8775,7.29,A,4,RENT,46104,22,1,4166
6400,5.42,A,3,OWN,20000,31,1,3127
10000,9.91,B,6,MORTGAGE,30000,30,0,0
2000,5.42,A,7,RENT,42870,23,0,0
7000,12.99,C,9,MORTGAGE,52500,32,0,0
7000,10.62,B,5,RENT,62000,38,0,0
12000,12.09,C,1,MORTGAGE,25000,26,1,4446
2000,16.89,D,1,RENT,21600,22,0,0
21000,11.63,B,0,RENT,92000,37,0,0
15000,,B,5,MORTGAGE,100000,25,0,0
2400,12.73,C,1,RENT,40000,22,0,0
15000,,B,4,RENT,84500,32,1,9650
6000,,A,2,OWN,45000,21,0,0
4000,10,B,15,MORTGAGE,185000,37,1,2163
8500,7.51,A,1,MORTGAGE,65000,24,1,4615
8000,10.95,B,0,MORTGAGE,69000,23,1,4945
6500,12.53,B,1,RENT,24000,21,0,0
15000,13.85,C,5,RENT,90000,29,0,0
15000,11.14,B,9,MORTGAGE,62500,48,1,6622
3000,11.83,B,7,RENT,80400,33,1,1366
9600,14.91,D,1,RENT,125000,31,0,0
7200,9.88,B,4,OWN,92000,24,1,3099
25000,12.87,C,5,MORTGAGE,900000,37,0,0
6500,6.17,A,4,RENT,33000,22,1,3196
7200,14.11,D,1,OWN,42996,25,0,0
20000,17.56,E,11,MORTGAGE,109500,26,1,11868
25000,,B,1,MORTGAGE,159600,27,0,0
7000,8,A,28,MORTGAGE,91000,24,0,0
6000,5.79,A,21,MORTGAGE,45378,23,0,0
18000,9.91,B,5,MORTGAGE,40000,23,0,0
6000,15.96,C,4,RENT,61400,30,0,0
10000,8.49,A,14,OWN,32956,26,0,0
5875,6.03,A,19,MORTGAGE,62000,24,0,0
10250,11.48,B,4,MORTGAGE,80000,36,1,4820
21000,11.48,B,15,OWN,180000,24,1,11437
4000,5.42,A,10,MORTGAGE,48000,26,0,0
5575,7.9,A,,RENT,20485,24,0,0
10000,10.95,B,2,RENT,50000,25,0,0
12000,6.91,A,0,MORTGAGE,97000,27,0,0
5000,15.62,D,,OWN,75000,29,1,3022
10000,10.99,B,16,MORTGAGE,37000,24,1,6761
14500,11.49,B,3,RENT,55500,24,1,6067
11200,15.31,D,11,OWN,51300,22,0,0
3000,9.7,B,1,RENT,18008,21,1,2013
8000,6.62,A,6,MORTGAGE,33000,25,0,0
12000,10.75,B,2,RENT,56000,23,0,0
3000,6.03,A,,MORTGAGE,90000,23,1,1625
10000,5.42,A,6,MORTGAGE,99996,28,1,5534
14000,10.37,B,2,RENT,82000,40,1,8579
10000,9.88,B,3,RENT,26400,22,1,6275
4500,6.76,A,2,MORTGAGE,41600,30,0,0
5500,7.49,A,6,MORTGAGE,38450,24,0,0
20000,11.48,B,5,MORTGAGE,200000,30,0,0
8500,,C,3,MORTGAGE,75000,30,1,3967
5000,,A,2,RENT,86000,31,1,2222
8000,7.9,A,8,RENT,64000,24,0,0
10000,5.99,A,1,MORTGAGE,57240,31,0,0
15000,6.54,A,8,MORTGAGE,110000,28,0,0
12000,9.91,B,29,RENT,40100,23,1,6035
16000,11.14,B,2,RENT,77000,23,0,0
4800,10.99,B,31,OWN,120000,27,1,1968
9925,9.63,A,9,MORTGAGE,48000,22,1,4731
7200,7.29,A,5,RENT,50000,25,0,0
7500,7.05,A,21,OWN,74400,37,0,0
1500,7.29,A,0,RENT,9600,22,1,678
18000,13.98,C,1,MORTGAGE,96300,30,0,0
6000,12.99,C,1,RENT,48000,23,1,2701
2800,,A,8,MORTGAGE,49896,36,0,0
15000,13.57,C,3,MORTGAGE,44500,22,1,9004
13000,,B,4,MORTGAGE,52656,27,0,0
5000,11.83,B,0,MORTGAGE,96000,25,1,2146
12000,10.37,B,3,RENT,47000,25,1,5286
13000,,A,46,MORTGAGE,96996,37,0,0
9450,6.54,A,0,RENT,95000,31,0,0
7500,8.07,A,1,MORTGAGE,150000,40,0,0
10000,12.53,B,2,RENT,55000,29,0,0
5000,13.49,C,3,RENT,80000,22,1,1791
10000,12.73,C,4,MORTGAGE,195000,43,0,0
6825,8.9,A,4,MORTGAGE,38400,44,1,4150
18000,8.94,A,5,MORTGAGE,120000,22,1,7478
14250,7.66,A,5,RENT,119000,47,0,0
9425,13.49,C,8,RENT,45000,22,0,0
8000,12.53,B,0,MORTGAGE,90000,33,0,0
5500,11.36,B,6,MORTGAGE,85000,27,0,0
15000,11.49,B,5,RENT,90000,22,0,0
20000,12.18,B,3,RENT,66996,22,0,0
7000,13.61,C,7,MORTGAGE,60000,22,0,0
15000,11.89,B,2,RENT,70000,28,1,6118
3025,11.49,B,,RENT,17436,25,1,1627
7000,10.99,B,1,RENT,37200,21,0,0
4000,9.25,B,2,RENT,64200,27,0,0
4800,,A,,RENT,20400,27,1,2834
14400,,B,5,MORTGAGE,87663,24,0,0
10000,12.87,C,0,MORTGAGE,34000,25,1,4261
10375,14.27,C,5,RENT,35000,27,1,6421
12000,11.14,B,15,MORTGAGE,75000,41,1,7379
7150,6.99,A,3,RENT,61200,26,1,4550
3000,,A,2,RENT,75000,23,0,0
10000,,C,2,RENT,45900,65,0,0
5000,10.62,B,2,MORTGAGE,50000,31,0,0
11000,8.94,A,2,MORTGAGE,50000,22,0,0
5000,,D,4,RENT,18600,28,1,2359
20000,11.48,B,4,MORTGAGE,74000,23,1,8992
6000,7.88,A,11,MORTGAGE,35000,23,1,2964
3000,14.11,D,1,RENT,34320,33,0,0
10000,7.49,A,2,MORTGAGE,42000,24,1,7706
22000,11.71,B,3,RENT,84000,23,0,0
9000,9.99,B,11,MORTGAGE,250000,26,1,3933
35000,12.42,B,8,RENT,77100,26,0,0
1200,9.99,B,3,RENT,55000,29,1,487
4575,17.74,E,3,MORTGAGE,11000,21,1,3098
14400,7.49,A,15,OWN,50000,26,1,8080
11000,12.29,C,4,MORTGAGE,36400,25,1,5697
3000,,B,0,RENT,38500,39,0,0
15000,,B,6,MORTGAGE,35000,21,1,7085
28000,7.49,A,2,RENT,85000,26,0,0
2000,12.42,B,3,MORTGAGE,25056,30,0,0
8000,6.62,A,,MORTGAGE,42000,24,0,0
1600,12.69,B,0,RENT,15360,21,1,841
16000,8.9,A,,OWN,35000,37,0,0
11100,9.63,A,1,OWN,25000,22,0,0
2100,17.14,E,18,RENT,60000,24,1,1243
8000,13.49,C,8,OWN,96000,23,0,0
8000,5.79,A,,OWN,50000,30,0,0
18500,,C,4,MORTGAGE,79000,26,0,0
8000,13.92,C,2,RENT,84996,22,0,0
20000,10.99,B,6,MORTGAGE,78000,42,0,0
20000,18.79,E,11,OWN,60000,29,0,0
20000,12.73,C,4,MORTGAGE,135000,25,1,14481
6000,13.61,C,0,RENT,36500,35,1,3051
17000,5.99,A,3,RENT,62000,25,0,0
7500,11.97,C,15,RENT,68844,23,1,3972
6150,,B,17,MORTGAGE,72000,27,0,0
7000,7.88,A,11,MORTGAGE,46000,31,0,0
8000,5.79,A,10,MORTGAGE,89440,22,0,0
3600,7.49,A,13,RENT,51300,25,1,1381
20000,6.17,A,6,MORTGAGE,100000,24,1,8201
5000,6.62,A,14,RENT,37513,27,1,2387
15000,11.86,B,3,RENT,84000,28,0,0
6375,7.51,A,6,MORTGAGE,45000,38,1,2791
25000,16.32,E,9,MORTGAGE,85000,24,1,11351
5500,7.66,A,6,MORTGAGE,48000,29,1,2722
4900,15.27,C,2,MORTGAGE,80000,25,0,0
6000,7.66,A,7,MORTGAGE,31000,25,1,3780
3000,12.42,B,0,RENT,43500,30,0,0
4000,12.73,C,7,MORTGAGE,25200,22,1,1959
7000,8,A,17,RENT,33996,26,1,4579
6000,12.69,B,1,RENT,40000,22,1,2488
4000,7.49,A,14,MORTGAGE,24000,35,0,0
9000,,C,0,RENT,60000,22,0,0
3900,14.35,C,7,MORTGAGE,67320,22,0,0
9975,,C,24,RENT,83200,22,0,0
4000,7.9,A,6,RENT,45000,22,0,0
6100,,A,0,MORTGAGE,50000,23,1,3995
4000,7.51,A,0,RENT,54996,26,0,0
8200,6.62,A,0,MORTGAGE,65000,23,0,0
6075,13.49,C,2,MORTGAGE,35000,32,1,3469
3200,7.14,A,1,RENT,20000,23,0,0
7800,10.59,B,3,MORTGAGE,26000,23,0,0
12000,13.57,C,34,MORTGAGE,98004,41,1,4510
15000,15.27,C,3,RENT,70000,29,1,7618
5000,12.73,C,12,MORTGAGE,6000000,144,1,3235
27400,10.99,B,6,MORTGAGE,108000,28,0,0
7200,15.27,C,4,RENT,54990,25,1,2850
7000,7.9,A,18,MORTGAGE,74346,32,0,0
10000,14.91,D,7,RENT,275000,27,0,0
10000,5.42,A,,RENT,46877.88,26,1,5014
10000,6.99,A,6,MORTGAGE,75000,36,0,0
18500,11.26,B,2,RENT,74196,23,0,0
6000,6.92,A,3,MORTGAGE,75000,25,1,3947
5000,8.49,A,,RENT,19140,21,0,0
3000,10.65,B,13,MORTGAGE,86004,25,1,1172
19400,,B,0,MORTGAGE,105996,29,1,10235
19200,10.99,B,9,RENT,125000,24,0,0
16750,16.4,E,6,MORTGAGE,51000,25,0,0
8000,7.9,A,2,RENT,75000,23,0,0
17600,,F,8,RENT,71480,24,1,11729
3600,12.69,B,12,MORTGAGE,60000,26,1,1302
15000,16.32,E,14,RENT,71000,24,1,6925
12000,9.63,B,2,MORTGAGE,180000,26,1,10162
10000,7.49,A,2,MORTGAGE,80000,25,0,0
15775,10.99,B,0,RENT,45000,44,0,0
5400,11.11,B,2,RENT,40000,32,1,2594
4000,11.71,B,2,RENT,150000,27,1,1776
