default,amount,interest,grade,years,ownership,income,age
0,9875,7.51,A,12.0,OWN,84000.0,39
0,10000,13.98,C,19.0,MORTGAGE,667680.0,51
0,9000,7.88,A,15.0,MORTGAGE,65000.0,23
1,10000,7.51,A,0.0,RENT,31000.0,23
0,5000,7.51,A,6.0,RENT,43000.0,25
0,3000,16.32,D,4.0,RENT,30000.0,21
0,3200,7.88,A,2.0,RENT,35496.0,27
0,8500,16.32,D,22.0,MORTGAGE,49000.0,30
0,11000,7.14,A,4.0,OWN,70000.0,23
0,6000,11.49,B,3.0,RENT,39900.0,21
0,10000,11.49,B,12.0,MORTGAGE,102000.0,23
1,3500,14.84,D,20.0,MORTGAGE,96000.0,25
0,5000,11.12,B,0.0,RENT,30159.96,23
0,7000,15.95,D,5.0,MORTGAGE,70000.0,26
0,10000,7.51,A,5.0,RENT,53000.0,21
0,8500,15.58,D,10.0,MORTGAGE,85000.0,42
0,8000,11.12,B,6.0,MORTGAGE,50000.0,22
0,25000,15.21,D,2.0,OWN,107400.0,32
0,3000,6.76,A,8.0,OWN,58000.0,34
0,2600,11.12,B,2.0,RENT,48000.0,22
0,5000,11.86,B,1.0,RENT,66924.0,28
0,2500,14.35,C,11.0,RENT,72000.0,27
0,15000,14.72,C,12.0,MORTGAGE,54000.0,30
0,9000,13.61,C,4.0,RENT,51400.0,26
0,1000,13.98,C,1.0,RENT,12000.0,21
0,4400,14.84,D,2.0,OWN,39000.0,25
0,25000,10.75,B,16.0,MORTGAGE,155000.0,26
0,4200,14.72,C,1.0,OWN,27996.0,23
0,6000,6.76,A,2.0,MORTGAGE,120000.0,23
0,4500,7.88,A,5.0,RENT,28800.0,29
1,2400,11.49,B,7.0,RENT,46800.0,30
0,3000,10.99,A,12.0,MORTGAGE,58000.0,28
0,10525,13.61,C,13.0,MORTGAGE,48996.0,23
0,12000,11.86,B,0.0,RENT,60000.0,25
0,15000,7.88,A,12.0,MORTGAGE,60000.0,36
0,2400,7.14,A,10.0,OWN,48989.0,34
0,3200,15.21,D,19.0,RENT,35000.0,28
0,1200,13.98,C,0.0,MORTGAGE,52000.0,24
0,5000,16.82,E,27.0,MORTGAGE,54828.0,26
0,20000,7.88,A,3.0,MORTGAGE,96000.0,22
0,17500,13.61,C,5.0,RENT,47500.0,23
0,3400,6.39,A,11.0,MORTGAGE,69996.0,29
1,6000,7.88,A,11.0,MORTGAGE,35000.0,23
0,3000,7.88,A,4.0,MORTGAGE,46000.0,23
0,4000,13.98,C,12.0,RENT,51996.0,23
1,25000,16.82,E,3.0,RENT,60000.0,25
0,25000,10.75,B,6.0,RENT,129996.0,26
0,15000,7.88,A,4.0,RENT,74872.0,29
0,14500,13.23,C,23.0,RENT,40581.0,30
0,11500,7.51,A,24.0,MORTGAGE,175000.0,27
0,1200,15.21,D,8.0,MORTGAGE,39996.0,41
0,8000,13.98,C,3.0,MORTGAGE,100000.0,28
0,5000,7.88,A,1.0,RENT,27000.0,27
0,10000,7.88,A,4.0,RENT,166000.0,36
0,13000,13.61,C,0.0,RENT,36000.0,30
0,4900,15.95,D,4.0,MORTGAGE,72000.0,24
0,3000,11.49,B,4.0,MORTGAGE,96000.0,33
0,24000,7.88,A,4.0,MORTGAGE,140000.0,29
0,2800,10.99,C,10.0,RENT,40000.0,42
0,25000,10.75,B,2.0,MORTGAGE,125000.0,31
0,6250,11.49,B,3.0,MORTGAGE,32000.0,25
0,12000,15.21,D,3.0,RENT,46800.0,21
0,4800,10.99,A,8.0,MORTGAGE,40000.0,22
0,8500,11.49,B,18.0,MORTGAGE,32642.0,36
1,23000,14.84,D,10.0,MORTGAGE,53000.0,31
0,3000,15.58,D,4.0,RENT,25200.0,27
0,5000,14.72,C,22.0,MORTGAGE,44991.48,29
0,10000,14.35,C,0.0,MORTGAGE,125000.0,29
0,11000,10.99,A,6.0,MORTGAGE,59500.0,33
0,6000,11.49,B,4.0,RENT,70000.0,23
0,1500,11.86,B,4.0,RENT,51600.0,43
0,4000,11.86,B,2.0,RENT,21000.0,21
0,11000,17.19,E,10.0,RENT,41808.0,21
0,5000,13.23,C,7.0,RENT,63000.0,23
0,3000,6.39,A,27.0,MORTGAGE,69996.0,23
0,1500,7.14,A,4.0,RENT,19200.0,27
0,6000,13.23,C,0.0,RENT,45000.0,22
0,10075,13.98,C,1.0,RENT,65400.0,23
0,15000,11.86,B,3.0,RENT,90000.0,24
0,8000,7.51,A,6.0,RENT,24996.0,35
0,4200,13.98,C,1.0,RENT,53500.0,32
0,6000,7.88,A,5.0,RENT,44500.0,39
0,6250,7.88,A,5.0,MORTGAGE,76000.0,30
1,1000,16.32,D,3.0,RENT,14400.0,29
0,10000,15.95,D,3.0,MORTGAGE,35100.0,32
0,15000,13.61,C,4.0,MORTGAGE,111147.66,26
0,5700,11.12,B,0.0,RENT,52500.0,26
1,9000,14.84,D,27.0,MORTGAGE,31000.0,24
0,10000,11.86,B,1.0,OWN,159996.0,29
0,25000,11.12,B,20.0,MORTGAGE,95000.0,30
0,8000,14.35,C,19.0,MORTGAGE,110000.0,26
0,9600,13.61,C,4.0,OWN,85000.0,23
0,9975,7.51,A,0.0,RENT,65000.0,23
0,12500,15.95,D,35.0,RENT,48000.0,28
0,5000,10.38,B,3.0,MORTGAGE,140000.0,32
0,5000,10.99,C,4.0,RENT,19968.0,21
0,1500,10.99,D,1.0,RENT,18996.0,22
0,5000,7.88,A,10.0,MORTGAGE,240000.0,29
0,2000,7.88,A,5.0,RENT,18996.0,39
0,5400,7.14,A,0.0,MORTGAGE,50000.0,32
0,8000,13.61,C,2.0,RENT,24000.0,36
0,25000,16.32,D,0.0,OWN,110000.0,27
0,24000,10.75,B,24.0,RENT,58000.0,28
0,2000,10.75,B,12.0,OWN,53004.0,25
0,2500,14.35,C,1.0,RENT,21600.0,35
0,2000,7.88,A,0.0,RENT,90000.0,23
0,25000,11.12,B,19.0,MORTGAGE,130000.0,23
0,3600,11.12,B,8.0,RENT,38700.0,28
0,10000,11.12,B,2.0,OWN,50004.0,24
0,4000,10.75,B,4.0,RENT,30000.0,26
0,13000,16.45,E,14.0,MORTGAGE,55000.0,26
1,2500,10.99,E,2.0,RENT,14400.0,22
1,11200,13.98,C,7.0,RENT,52800.0,30
0,7000,10.38,B,10.0,MORTGAGE,64000.0,22
0,6400,11.49,B,3.0,RENT,96000.0,29
0,5000,7.51,A,17.0,OWN,24996.0,21
0,6000,13.23,C,0.0,RENT,33280.0,21
0,20000,11.49,B,7.0,MORTGAGE,142500.0,43
0,1050,14.72,C,4.0,OWN,36000.0,27
0,5000,15.21,D,14.0,MORTGAGE,80000.0,29
0,4000,14.84,D,0.0,RENT,170000.0,26
0,15250,13.98,C,5.0,OWN,45000.0,27
0,8000,13.23,C,18.0,OWN,89520.0,29
0,10000,10.99,A,3.0,MORTGAGE,69960.0,27
0,17000,14.35,C,14.0,MORTGAGE,103000.0,23
0,3000,10.38,B,14.0,RENT,30000.0,36
0,5000,14.84,D,3.0,RENT,29100.0,23
0,2000,21.27,G,5.0,RENT,30000.0,24
0,3025,15.95,D,2.0,MORTGAGE,27000.0,26
0,2000,10.99,B,0.0,RENT,34860.0,24
0,1500,6.76,A,2.0,OWN,25000.0,25
0,3000,10.99,B,2.0,RENT,37000.0,41
1,1800,13.23,C,13.0,RENT,29040.0,27
0,8000,14.72,C,4.0,MORTGAGE,144000.0,24
1,11000,13.61,C,5.0,OWN,100000.0,28
0,9000,15.58,D,21.0,MORTGAGE,90000.0,30
0,17000,10.38,B,3.0,RENT,45792.0,24
0,12000,10.75,B,2.0,RENT,123144.0,25
0,16000,11.86,B,21.0,RENT,74337.72,24
1,9000,15.21,D,23.0,MORTGAGE,54000.0,38
0,13000,7.51,A,0.0,MORTGAGE,93000.0,33
0,4000,11.86,B,5.0,RENT,55000.0,23
0,16750,14.35,C,0.0,MORTGAGE,84996.0,23
0,6000,7.88,A,9.0,MORTGAGE,77004.0,23
1,2500,7.14,A,3.0,RENT,36000.0,21
0,6000,7.14,A,2.0,RENT,564000.0,34
0,11500,7.88,A,12.0,MORTGAGE,54000.0,28
0,2400,14.72,C,4.0,RENT,18000.0,21
0,25000,11.12,B,5.0,RENT,83000.0,24
1,4500,16.45,E,2.0,RENT,21000.0,25
1,10000,11.49,B,3.0,MORTGAGE,60000.0,25
0,2000,10.75,B,9.0,RENT,40000.0,27
0,3000,7.51,A,5.0,MORTGAGE,75000.0,25
1,12000,7.88,A,9.0,MORTGAGE,52000.0,24
0,8400,11.86,B,2.0,MORTGAGE,65000.0,21
0,5000,7.51,A,2.0,MORTGAGE,68000.0,42
0,10000,10.38,B,5.0,OWN,23396.63,41
0,10000,7.88,A,5.0,RENT,50000.0,28
1,7750,7.51,A,1.0,MORTGAGE,21424.0,29
0,4000,7.88,A,1.0,MORTGAGE,43000.0,22
1,14000,14.72,C,5.0,OWN,45500.0,23
0,13000,7.88,A,16.0,MORTGAGE,100000.0,30
0,5000,14.84,D,4.0,RENT,58800.0,25
0,5000,10.38,B,21.0,OWN,61848.0,29
0,20000,7.88,A,3.0,MORTGAGE,60000.0,24
0,6000,7.51,A,5.0,MORTGAGE,38400.0,26
0,6500,14.35,C,4.0,MORTGAGE,44400.0,26
0,10000,11.12,B,9.0,RENT,85000.0,38
0,3000,11.12,B,3.0,RENT,25000.0,25
0,1200,7.14,A,2.0,RENT,14400.0,21
0,6600,7.88,A,5.0,MORTGAGE,81000.0,22
0,13000,13.98,C,3.0,OWN,55000.0,39
1,4800,13.98,C,7.0,RENT,38400.0,22
0,8000,7.14,A,12.0,MORTGAGE,75000.0,30
0,8000,13.98,C,21.0,MORTGAGE,148000.0,33
0,16000,7.88,A,11.0,OWN,60000.0,25
0,3000,7.88,A,0.0,RENT,12000.0,21
0,15000,7.88,A,2.0,MORTGAGE,110000.0,25
0,2000,14.72,C,0.0,MORTGAGE,80000.0,22
0,3000,13.61,C,18.0,RENT,60500.0,29
0,20000,10.99,B,13.0,MORTGAGE,48000.0,29
0,3000,13.23,C,4.0,RENT,18000.0,38
0,16800,7.88,A,11.0,MORTGAGE,100000.0,24
0,12000,7.88,A,5.0,MORTGAGE,52000.0,25
0,20000,13.98,C,1.0,RENT,80000.0,35
0,6000,11.86,B,4.0,MORTGAGE,200000.0,23
0,2000,13.61,C,1.0,RENT,26400.0,27
0,8000,10.99,A,3.0,RENT,42000.0,25
1,5000,13.98,C,4.0,OWN,16800.0,28
0,2500,14.35,C,7.0,RENT,73000.0,29
0,13650,7.51,A,12.0,MORTGAGE,35000.0,21
0,2400,13.61,C,0.0,RENT,25000.0,22
0,8000,11.12,B,0.0,OWN,31416.0,27
0,10000,7.51,A,2.0,RENT,23387.0,25
0,5000,15.21,D,19.0,RENT,21000.0,37
0,23000,10.99,C,7.0,RENT,43385.0,22
1,2000,14.35,C,1.0,RENT,38400.0,25
0,3000,6.76,A,4.0,MORTGAGE,30000.0,28
0,14000,7.51,A,0.0,MORTGAGE,78000.0,25
0,25000,11.12,B,9.0,MORTGAGE,171194.0,41
0,6500,14.84,D,5.0,MORTGAGE,44400.0,32
0,7000,13.23,C,1.0,MORTGAGE,47200.0,21
0,2000,13.23,C,4.0,RENT,24702.0,22
0,10000,7.51,A,4.0,OWN,36996.0,23
0,24250,15.58,D,8.0,RENT,93000.0,42
0,5600,11.12,B,4.0,RENT,79000.0,23
0,10000,10.38,B,3.0,MORTGAGE,75000.0,32
0,5000,11.86,B,0.0,MORTGAGE,72000.0,23
0,24000,11.49,B,3.0,RENT,90000.0,30
0,3000,14.84,D,4.0,RENT,65004.0,23
0,6000,13.61,C,3.0,RENT,41280.0,38
0,2100,7.14,A,4.0,OWN,19200.0,30
0,2000,11.49,B,5.0,RENT,45000.0,26
0,15000,13.61,C,11.0,MORTGAGE,90000.0,25
0,4000,6.76,A,2.0,MORTGAGE,44470.4,26
0,20000,7.88,A,15.0,MORTGAGE,225000.0,28
0,5600,10.99,B,5.0,MORTGAGE,40250.0,27
0,2700,10.75,B,2.0,RENT,30000.0,26
0,14000,7.51,A,5.0,RENT,36000.0,34
1,6000,16.45,E,5.0,MORTGAGE,65600.0,25
1,8000,14.84,D,0.0,RENT,70000.0,22
0,13600,15.58,D,12.0,RENT,49000.0,36
0,9000,10.99,D,3.0,RENT,70000.0,29
0,10000,15.95,D,4.0,OWN,50000.0,30
0,7000,6.76,A,13.0,MORTGAGE,52800.0,22
0,5000,10.99,C,6.0,RENT,45600.0,25
0,8000,7.51,A,2.0,RENT,52000.0,24
0,10000,7.51,A,7.0,RENT,71496.0,23
1,3250,10.99,C,4.0,RENT,10200.0,22
0,5400,15.21,D,4.0,MORTGAGE,85000.0,25
0,5600,14.84,D,3.0,RENT,30000.0,28
0,3000,11.86,B,26.0,RENT,30000.0,24
0,1800,7.14,A,0.0,RENT,35000.0,24
0,4000,10.75,B,3.0,MORTGAGE,75000.0,29
0,2500,10.99,C,5.0,RENT,60000.0,22
0,7750,7.88,A,2.0,OWN,23004.0,40
0,12000,11.86,B,11.0,MORTGAGE,37000.0,32
0,10000,11.12,B,3.0,RENT,80000.0,25
0,25000,11.12,B,5.0,MORTGAGE,110000.0,30
0,10000,7.88,A,20.0,MORTGAGE,122400.0,32
0,15000,13.61,C,0.0,RENT,70000.0,30
0,9000,7.14,A,3.0,MORTGAGE,25000.0,24
0,1500,10.75,B,2.0,RENT,57996.0,24
0,15000,7.51,A,4.0,MORTGAGE,40800.0,33
0,5000,10.75,B,4.0,OWN,24468.0,24
0,25000,17.93,E,9.0,MORTGAGE,92000.0,24
0,8000,7.88,A,5.0,MORTGAGE,70000.0,25
0,8000,7.51,A,13.0,MORTGAGE,84000.0,24
0,7500,7.88,A,16.0,MORTGAGE,46300.0,31
0,2750,14.84,D,9.0,RENT,16800.0,29
0,1000,11.49,B,7.0,OWN,55000.0,23
0,10000,13.98,C,5.0,OWN,64999.92,26
0,7300,13.61,C,1.0,OWN,26400.0,22
0,13000,10.38,B,0.0,MORTGAGE,43800.0,25
0,25000,15.58,D,2.0,RENT,165000.0,51
0,5500,7.51,A,6.0,OWN,54996.0,39
0,20000,10.99,A,13.0,RENT,889000.0,42
0,25000,17.93,E,19.0,MORTGAGE,285000.0,30
0,7000,15.58,D,3.0,OWN,24996.0,21
1,6000,11.12,B,7.0,RENT,68065.44,26
0,1000,13.98,C,0.0,RENT,24960.0,21
0,3000,6.39,A,2.0,MORTGAGE,36000.0,30
0,1600,15.21,D,4.0,RENT,57600.0,34
0,9000,15.21,D,0.0,RENT,50000.0,33
0,16000,11.12,B,0.0,RENT,55000.0,27
0,12000,13.23,C,11.0,RENT,96000.0,30
0,15000,7.88,A,14.0,MORTGAGE,55000.0,25
0,8000,10.75,B,5.0,MORTGAGE,550000.0,40
0,7200,14.72,C,13.0,RENT,68400.0,23
0,14000,7.14,A,39.0,OWN,71000.0,29
0,8000,17.19,E,3.0,MORTGAGE,150000.0,27
0,8000,19.79,F,0.0,RENT,41000.0,21
0,18000,10.38,B,0.0,RENT,55000.0,32
0,7600,11.12,B,4.0,RENT,41412.0,25
0,5000,14.35,C,0.0,RENT,16800.0,32
0,24000,7.88,A,18.0,MORTGAGE,83004.0,22
0,10000,14.72,C,3.0,RENT,33600.0,27
0,7750,7.51,A,15.0,MORTGAGE,65000.0,31
0,9000,7.51,A,1.0,RENT,50000.0,33
0,10800,7.14,A,6.0,RENT,77000.0,37
0,12000,15.21,D,2.0,MORTGAGE,87504.0,28
0,7000,14.35,C,21.0,MORTGAGE,65000.0,47
0,10800,10.75,B,2.0,RENT,50000.0,25
0,14400,7.51,A,2.0,OWN,61000.0,42
0,21600,14.35,C,2.0,RENT,63000.0,26
0,6000,15.58,D,2.0,RENT,35000.0,30
0,5000,11.49,B,2.0,RENT,27036.0,37
0,6875,11.86,B,5.0,RENT,80266.0,25
0,2350,13.98,C,6.0,RENT,44400.0,25
0,3500,6.76,A,6.0,OWN,65000.0,24
0,9000,7.51,A,4.0,OWN,139380.0,45
0,15000,7.88,A,13.0,MORTGAGE,72000.0,25
0,4000,10.99,B,1.0,RENT,34200.0,25
0,15000,7.51,A,1.0,MORTGAGE,95004.0,27
1,7200,10.38,B,2.0,RENT,55700.0,25
0,1800,14.35,C,4.0,RENT,12000.0,30
0,25000,15.58,D,2.0,MORTGAGE,50000.0,24
0,20000,14.84,D,6.0,RENT,60000.0,23
1,8000,15.58,D,15.0,OWN,45678.84,28
0,5000,7.88,A,21.0,RENT,10800.0,24
1,10000,10.38,B,7.0,RENT,30000.0,28
0,6000,7.14,A,7.0,RENT,26004.0,27
0,9000,7.14,A,1.0,RENT,57000.0,23
0,3000,10.75,B,6.0,RENT,69996.0,40
0,25000,11.49,B,8.0,MORTGAGE,74000.0,29
0,2500,6.39,A,11.0,MORTGAGE,81800.0,22
0,12000,16.45,E,2.0,MORTGAGE,30000.0,23
0,5000,11.86,B,3.0,RENT,54996.0,26
1,5000,11.49,B,7.0,MORTGAGE,86700.0,27
0,20000,11.49,B,20.0,RENT,90000.0,26
0,8000,13.61,C,13.0,MORTGAGE,120000.0,23
0,10000,11.86,B,16.0,MORTGAGE,77256.0,39
0,9100,7.88,A,0.0,RENT,125000.0,33
0,8400,13.61,C,13.0,MORTGAGE,49901.52,36
0,8700,6.76,A,5.0,MORTGAGE,72000.0,23
1,5000,7.88,A,8.0,OWN,65000.0,27
1,8000,15.58,D,1.0,OWN,38400.0,33
0,15000,10.38,B,12.0,MORTGAGE,64000.0,26
0,1675,15.21,D,1.0,RENT,28800.0,23
0,16000,7.88,A,2.0,MORTGAGE,102960.0,24
0,1000,11.12,B,7.0,RENT,42000.0,35
0,25000,10.75,B,4.0,MORTGAGE,175000.0,33
0,15000,7.88,A,6.0,RENT,38000.0,22
0,6250,6.76,A,9.0,MORTGAGE,65000.0,23
0,3000,7.88,A,1.0,RENT,57000.0,24
1,13000,7.88,A,3.0,RENT,54000.0,22
0,4500,7.51,A,16.0,MORTGAGE,84906.0,27
1,6000,7.88,A,5.0,RENT,35000.0,23
0,6300,10.75,B,4.0,RENT,54380.0,29
0,3500,15.58,D,14.0,MORTGAGE,40000.0,28
0,4000,13.61,C,1.0,RENT,36000.0,34
0,18000,10.99,A,2.0,RENT,100000.0,32
0,10000,7.14,A,18.0,MORTGAGE,106000.0,23
0,6000,11.12,B,11.0,OWN,69000.0,29
0,5000,10.75,B,3.0,MORTGAGE,54996.0,22
0,5000,14.84,D,8.0,RENT,98760.0,43
0,4500,11.49,B,3.0,MORTGAGE,83004.0,29
0,7200,13.61,C,2.0,RENT,75000.0,22
0,4500,6.76,A,2.0,MORTGAGE,80000.0,29
0,5600,15.21,D,9.0,OWN,96000.0,27
0,2000,14.84,D,0.0,MORTGAGE,21600.0,24
0,7200,13.98,C,2.0,RENT,65000.0,28
1,6000,11.49,B,2.0,RENT,30000.0,28
0,3000,11.12,B,3.0,MORTGAGE,55000.0,24
0,2400,10.75,B,0.0,MORTGAGE,60000.0,29
1,5000,7.14,A,11.0,MORTGAGE,54000.0,26
0,8500,7.14,A,11.0,MORTGAGE,58000.0,25
0,16000,10.99,D,0.0,OWN,60000.0,21
0,6000,7.51,A,4.0,RENT,63000.0,29
0,20000,19.79,F,0.0,RENT,55000.0,26
0,8400,14.84,D,0.0,MORTGAGE,120000.0,43
0,20000,11.12,B,2.0,MORTGAGE,125000.0,32
1,1400,11.49,B,5.0,RENT,41652.0,26
0,10000,13.23,C,1.0,RENT,51996.0,26
0,19600,7.88,A,7.0,MORTGAGE,57500.0,29
0,14000,10.99,C,23.0,MORTGAGE,60000.0,24
0,25000,17.56,E,5.0,RENT,66504.0,41
1,6000,16.45,E,0.0,RENT,50000.0,34
0,10000,10.99,A,4.0,MORTGAGE,33996.0,33
0,6000,7.88,A,9.0,RENT,21600.0,27
0,5200,10.75,B,3.0,RENT,75000.0,29
0,3000,11.12,B,2.0,RENT,180000.0,25
0,4000,13.98,C,14.0,OWN,60000.0,27
1,5600,13.23,C,0.0,RENT,39000.0,22
1,10000,7.88,A,13.0,OWN,45000.0,29
0,9000,7.14,A,34.0,MORTGAGE,70000.0,32
0,6400,13.23,C,2.0,RENT,93500.0,24
1,8500,13.23,C,2.0,RENT,45000.0,25
0,8000,13.61,C,7.0,MORTGAGE,72000.0,23
0,3600,7.14,A,10.0,MORTGAGE,62000.0,29
0,5000,7.51,A,1.0,RENT,38250.0,27
1,2000,13.61,C,4.0,RENT,50004.0,36
0,8000,7.14,A,4.0,RENT,50000.0,28
0,10000,11.12,B,27.0,MORTGAGE,147500.0,28
0,4200,7.88,A,4.0,OWN,27000.0,30
0,5500,10.99,B,14.0,MORTGAGE,46800.0,31
0,7500,15.21,D,0.0,MORTGAGE,175000.0,26
0,3000,13.61,C,2.0,OWN,24000.0,22
0,15000,10.99,B,14.0,RENT,48000.0,25
0,24250,11.12,B,12.0,MORTGAGE,140000.0,29
0,15000,11.49,B,17.0,MORTGAGE,95000.0,35
0,12000,7.88,A,1.0,MORTGAGE,85000.0,24
1,12000,13.61,C,6.0,MORTGAGE,78000.0,23
0,6000,14.72,C,5.0,MORTGAGE,25000.0,28
0,5500,11.86,B,2.0,RENT,30000.0,22
0,18750,10.38,B,2.0,RENT,70000.0,22
0,1700,14.72,C,2.0,RENT,45000.0,23
0,10000,10.99,D,2.0,RENT,50784.0,33
0,16750,10.75,B,1.0,RENT,44500.0,22
0,5000,11.12,B,27.0,MORTGAGE,86000.0,26
1,7000,10.99,D,0.0,RENT,38000.0,22
0,23500,11.12,B,2.0,RENT,40000.0,29
0,3000,10.99,D,2.0,MORTGAGE,140000.0,34
0,7000,7.14,A,2.0,RENT,44000.0,27
0,2500,7.88,A,3.0,RENT,18000.0,21
0,13750,14.84,D,8.0,MORTGAGE,43200.0,47
0,4000,7.14,A,1.0,MORTGAGE,65200.0,22
1,5000,7.88,A,16.0,MORTGAGE,70000.0,24
1,8000,10.38,B,21.0,RENT,78000.0,28
0,2800,15.21,D,3.0,RENT,13000.0,23
0,4000,7.51,A,5.0,MORTGAGE,19200.0,26
0,4500,14.84,D,2.0,MORTGAGE,110000.0,26
0,3000,14.35,C,12.0,MORTGAGE,67675.0,25
0,8000,7.14,A,1.0,MORTGAGE,83500.0,28
1,14500,10.75,B,0.0,MORTGAGE,45760.0,30
0,10000,7.51,A,4.0,MORTGAGE,89004.0,27
0,18250,10.99,C,31.0,MORTGAGE,185000.0,34
0,1200,10.99,C,16.0,RENT,53000.0,28
0,9600,10.99,E,1.0,RENT,140000.0,31
0,8000,16.32,D,7.0,RENT,99996.0,26
1,10000,10.99,C,3.0,MORTGAGE,80000.0,23
1,5000,10.99,D,0.0,RENT,24996.0,21
0,15000,16.32,D,11.0,MORTGAGE,120000.0,24
0,3600,14.84,D,3.0,RENT,40050.0,27
0,14000,7.88,A,0.0,RENT,105000.0,24
0,6000,13.23,C,6.0,MORTGAGE,29568.0,35
0,4500,7.88,A,2.0,RENT,33000.0,22
0,12000,13.61,C,3.0,RENT,96000.0,22
0,1750,7.51,A,4.0,RENT,9192.0,23
0,3000,13.61,C,4.0,RENT,14400.0,37
1,6000,13.23,C,0.0,RENT,25200.0,23
0,5325,7.88,A,28.0,MORTGAGE,90000.0,28
0,5000,13.23,C,4.0,RENT,75000.0,50
0,2000,10.99,B,3.0,RENT,45000.0,23
0,8000,11.86,B,3.0,RENT,60000.0,25
0,9950,7.88,A,4.0,RENT,86000.0,34
1,17000,7.88,A,1.0,MORTGAGE,58000.0,52
0,4000,7.88,A,3.0,MORTGAGE,35500.0,29
0,20000,17.19,E,5.0,RENT,96000.0,31
0,9975,11.49,B,3.0,MORTGAGE,57770.0,27
0,7000,7.14,A,14.0,RENT,40000.0,29
0,4000,7.51,A,8.0,MORTGAGE,44196.0,25
0,2500,14.35,C,5.0,RENT,45000.0,22
0,6000,7.88,A,5.0,MORTGAGE,36000.0,25
0,12000,7.14,A,18.0,RENT,49600.0,25
0,5000,11.86,B,2.0,OWN,30996.0,23
1,10000,15.95,D,4.0,MORTGAGE,71028.0,36
1,5500,15.21,D,0.0,RENT,30000.0,31
0,12000,13.98,C,30.0,MORTGAGE,230000.0,30
0,10000,11.12,B,4.0,MORTGAGE,43344.0,28
0,5000,10.75,B,13.0,RENT,35827.2,40
0,9000,6.76,A,11.0,MORTGAGE,72000.0,23
1,3000,10.99,C,0.0,RENT,42000.0,23
0,9250,11.86,B,0.0,MORTGAGE,120000.0,42
0,6000,13.23,C,36.0,RENT,72000.0,31
0,10000,15.58,D,16.0,RENT,75000.0,26
0,12250,7.51,A,15.0,MORTGAGE,70000.0,30
0,9000,7.14,A,11.0,RENT,140000.0,23
0,15000,7.88,A,18.0,MORTGAGE,100000.0,25
0,15000,7.51,A,6.0,MORTGAGE,45000.0,32
0,8800,7.51,A,7.0,MORTGAGE,67000.0,22
0,25000,14.84,D,14.0,MORTGAGE,62570.0,27
0,14000,7.88,A,5.0,RENT,37000.0,35
0,2500,13.23,C,5.0,RENT,40000.0,31
1,15000,11.12,B,7.0,MORTGAGE,106000.0,25
0,5000,6.0,E,14.0,RENT,34868.4,35
0,7500,7.88,A,4.0,RENT,70000.0,27
0,3500,13.23,C,8.0,MORTGAGE,73000.0,25
0,9000,7.14,A,13.0,MORTGAGE,75000.0,22
0,3600,11.12,B,2.0,RENT,40000.0,24
1,2600,7.14,A,4.0,MORTGAGE,50340.0,28
0,2800,10.99,A,4.0,RENT,40000.0,29
0,25000,11.86,B,5.0,RENT,225000.0,25
0,4500,7.51,A,4.0,RENT,32000.0,45
0,9000,7.14,A,10.0,MORTGAGE,48000.0,34
0,1450,7.51,A,4.0,RENT,10000.0,21
1,25000,21.64,G,12.0,RENT,203000.0,29
0,25000,10.75,B,10.0,RENT,78000.0,31
0,20000,10.99,D,2.0,MORTGAGE,36000.0,29
0,17500,16.32,D,4.0,OWN,43873.0,26
1,3000,10.75,B,1.0,MORTGAGE,34662.0,23
0,18000,10.38,B,14.0,MORTGAGE,36000.0,38
0,5100,10.75,B,26.0,MORTGAGE,60000.0,31
0,24250,10.75,B,10.0,MORTGAGE,108000.0,25
0,3000,13.23,C,2.0,RENT,15000.0,27
0,5500,13.23,C,2.0,MORTGAGE,28800.0,21
0,16750,7.88,A,11.0,MORTGAGE,45344.0,36
0,7000,16.45,E,0.0,RENT,24000.0,25
0,10000,10.38,B,1.0,RENT,95000.0,29
0,1600,11.12,B,2.0,RENT,26880.0,22
0,20000,10.99,B,29.0,MORTGAGE,54538.0,37
0,10000,10.38,B,9.0,RENT,38400.0,24
0,9600,7.88,A,2.0,RENT,80000.0,23
0,10000,13.23,C,17.0,RENT,57996.0,23
0,20000,10.38,B,27.0,RENT,51000.0,24
0,1000,13.98,C,0.0,RENT,11760.0,22
0,10000,7.51,A,3.0,MORTGAGE,73000.0,39
0,4150,6.76,A,2.0,RENT,30000.0,21
0,7000,11.86,B,0.0,RENT,40800.0,24
0,13000,7.14,A,6.0,MORTGAGE,137720.0,27
0,16500,10.75,B,4.0,RENT,40428.0,22
0,7200,10.38,B,9.0,RENT,21600.0,26
0,4000,16.32,D,24.0,RENT,45000.0,23
0,18250,10.75,B,6.0,RENT,46000.0,23
0,13000,17.93,E,3.0,RENT,54000.0,26
0,10000,10.75,B,3.0,RENT,40000.0,23
0,4200,15.21,D,0.0,RENT,21000.0,28
0,3000,10.99,A,10.0,MORTGAGE,107000.0,25
0,5000,7.14,A,1.0,RENT,38500.0,33
0,10000,7.88,A,2.0,MORTGAGE,75000.0,33
0,12000,11.49,B,13.0,MORTGAGE,90000.0,31
0,15000,7.88,A,17.0,MORTGAGE,130000.0,24
0,8000,11.49,B,9.0,RENT,54590.0,27
0,4000,11.12,B,1.0,RENT,51000.0,40
0,15000,7.88,A,11.0,MORTGAGE,75000.0,30
