SalePrice,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,FireplaceQu,LotFrontage
148000,4,1382,2,1051,1,1963,Po,75.0
116050,4,864,1,864,1,1970,,71.0
197900,7,1779,2,866,2,1998,,80.0
117000,5,1348,1,884,1,1925,Fa,50.0
213000,7,1630,2,1630,2,2000,TA,75.0
153500,5,1074,2,1056,1,1975,,78.0
271900,7,2196,3,2158,2,1990,TA,90.0
107000,4,1056,1,1056,1,1966,,
200000,6,1700,2,1682,2,2003,,70.0
140000,5,1283,2,931,1,1962,,70.0
290000,8,1660,2,1660,2,2006,Gd,85.0
189000,6,1845,2,1055,2,1992,TA,70.0
164000,8,1752,2,559,2,1988,,152.0
113000,4,672,1,672,1,1941,,50.0
145000,4,960,1,648,0,1965,,
134500,5,999,1,925,1,1962,,69.0
125000,5,894,1,894,1,1966,,99.0
112000,6,1902,2,0,2,1978,,68.0
229456,8,1314,2,1300,2,2009,,72.0
80500,4,912,0,0,1,1947,,52.0
91500,6,1218,0,672,1,1971,,21.0
115000,5,912,1,912,1,1964,,66.0
134000,5,1211,1,952,1,1968,TA,55.0
143000,6,1846,1,1040,2,1949,Gd,78.0
137900,5,2136,2,2136,2,1951,,89.0
184000,7,1490,2,788,2,2004,Gd,60.0
145000,6,1138,1,588,1,1958,,65.0
214000,6,1933,3,894,2,2007,Gd,86.0
147000,5,912,2,912,1,1965,,72.0
367294,9,1702,3,1702,1,2008,Gd,65.0
127000,5,1507,1,1075,2,1960,,70.0
190000,5,2620,2,1361,2,1977,TA,
132500,5,1190,2,1106,1,1962,,70.0
101800,4,1224,2,0,2,1962,,70.0
142000,5,1188,2,1188,1,1959,,
130000,5,1964,0,940,1,1911,,55.0
138887,5,1784,1,747,1,1914,,96.0
175500,7,1626,2,764,2,2003,,36.0
195000,7,1948,2,847,2,2004,Gd,41.0
142500,6,1141,2,1141,1,2005,,63.0
265900,8,1484,2,1476,2,2006,Gd,64.0
224900,7,1768,2,884,2,2003,,65.0
248328,7,1689,3,1689,2,2007,,83.0
170000,7,1173,2,1053,2,1974,TA,85.0
465000,10,2076,3,2076,2,2006,Gd,107.0
230000,8,1517,2,792,1,1929,Gd,
178000,6,1868,2,585,3,1984,TA,78.0
186500,7,1553,2,756,2,2005,,65.0
169900,6,1034,3,1012,1,1976,,
129500,6,2058,2,735,1,1917,Gd,60.0
119000,5,988,1,876,1,1950,,60.0
244000,7,2110,2,2110,2,1968,TA,93.0
171750,7,1405,2,1405,2,2003,Gd,
130000,5,874,1,864,1,1968,,62.0
294000,7,2167,2,1192,2,1974,Gd,
165400,7,1656,2,746,2,2003,Gd,60.0
127500,6,1367,1,884,1,1931,Gd,52.0
301500,8,1987,2,1986,2,1994,TA,91.0
99900,5,864,0,864,1,1922,,56.0
190000,7,1166,2,856,2,2005,,59.0
151000,6,1054,2,1054,1,1969,,65.0
181000,6,1675,2,841,2,1999,TA,
128900,5,1050,1,1050,1,1956,,80.0
161500,4,1788,1,1104,1,1957,TA,
180500,6,1824,2,764,1,1919,Gd,60.0
181000,6,1337,2,1405,2,1998,,34.0
183900,7,1452,2,691,2,1999,,35.0
122000,7,1889,1,925,1,1910,Gd,60.0
378500,9,2018,3,2002,2,2008,Gd,89.0
381000,8,3447,3,728,3,1935,Gd,
144000,5,1524,1,874,1,1958,,78.0
260000,7,1524,2,1332,0,1979,TA,
185750,6,1489,2,1489,2,1968,Gd,
137000,5,935,1,935,1,1965,,
177000,6,1357,1,1019,1,1959,Gd,124.0
139000,5,1250,2,661,2,1910,Gd,53.0
137000,5,1920,2,928,2,1948,,95.0
162000,6,1395,2,723,1,1972,TA,
197900,6,1724,2,1680,1,1967,Gd,
237000,8,2031,2,1128,2,2002,Gd,75.0
68400,4,1128,2,698,1,1920,,60.0
227000,7,1573,2,1573,2,2002,,67.0
180000,7,1339,2,1309,2,1990,TA,50.0
150500,5,1040,2,1040,2,1977,,61.0
139000,6,1824,0,912,2,1971,,94.0
169000,6,2447,1,804,2,1919,Gd,50.0
132500,6,1412,1,780,1,1939,Gd,50.0
143000,6,1328,2,1328,1,1963,Gd,
190000,5,1582,2,1624,2,1964,,
278000,8,1659,2,1501,2,2000,Ex,40.0
281000,8,1970,3,1085,2,2006,Gd,86.0
180500,5,1152,2,1152,1,1964,Gd,
119500,5,1302,1,630,2,1972,,21.0
107500,5,2372,1,994,2,1892,,60.0
162900,7,1664,2,832,2,1976,TA,78.0
115000,5,864,2,864,1,1955,,60.0
138500,5,1052,1,1052,1,1968,,70.0
155000,5,1128,2,1120,2,1963,,80.0
140000,6,1072,2,547,2,2005,,35.0
160000,10,5642,2,6110,2,2008,Gd,313.0
154000,5,1246,1,1246,1,1959,,75.0
225000,7,1983,2,978,2,1999,TA,
177500,6,1494,1,771,1,1942,Gd,
290000,8,2526,3,1165,2,1994,TA,92.0
232000,7,1616,3,1616,2,2005,,73.0
130000,7,1708,2,976,2,2004,,32.0
325000,9,1652,2,1652,2,2006,Ex,108.0
202500,7,1368,2,1368,2,2005,Gd,48.0
138000,5,990,2,990,1,1994,,60.0
147000,5,1122,2,924,1,1948,,100.0
179200,6,1294,2,1278,2,1991,,
335000,7,1902,2,1902,2,1959,TA,100.0
203000,7,1274,2,1274,2,2005,,68.0
302000,8,2810,2,1453,2,1990,Ex,
333168,9,2599,3,1393,2,1999,TA,108.0
119000,4,948,1,948,1,1954,TA,60.0
206900,6,2112,2,952,2,1969,Gd,85.0
295493,8,1630,3,1622,2,2008,Gd,61.0
208900,7,1352,2,1352,2,2006,Gd,47.0
275000,8,1787,3,1753,2,2001,TA,
111000,4,948,1,864,1,1954,,75.0
156500,6,1478,2,1478,1,1957,Gd,70.0
72500,3,720,1,0,1,1949,,
190000,7,1923,2,750,2,1992,TA,107.0
82500,4,708,0,420,1,1940,,50.0
147000,8,1795,3,1795,2,2006,Gd,75.0
55000,4,796,0,796,1,1922,,40.0
79000,3,774,0,544,1,1931,,70.0
130500,5,816,1,816,1,1982,Ex,60.0
256000,6,2792,2,1510,2,1920,TA,60.0
176500,7,1632,2,935,2,1998,TA,63.0
227000,8,1588,3,1588,2,2006,Gd,85.0
132500,5,954,2,911,1,1976,,55.0
100000,4,816,1,816,1,1938,Gd,67.0
125500,5,1360,1,803,1,1938,,60.0
125000,5,1365,2,765,1,1970,,24.0
167900,6,1334,2,1350,2,1977,TA,80.0
135000,5,1656,2,1656,2,1973,,87.0
52500,4,693,0,693,1,1941,,153.0
200000,7,1861,2,916,2,2002,,95.0
128500,5,864,1,864,1,1972,,120.0
123000,4,872,4,858,1,1971,,70.0
155000,6,1114,2,1114,1,2003,,66.0
228500,8,2169,2,1284,2,2002,Gd,
177000,6,1913,2,896,1,1928,TA,57.0
155835,7,1456,2,728,2,2006,TA,85.0
108500,4,960,1,960,1,1920,,50.0
262500,7,2156,2,1568,2,1968,Gd,
283463,8,1776,3,1732,2,2006,Gd,93.0
215000,7,1494,2,1482,2,1998,Fa,
122000,8,2358,0,684,2,1872,,50.0
200000,5,2634,4,1248,2,1969,,91.0
171000,6,1716,2,858,1,1962,Gd,70.0
134900,6,1176,2,698,1,1937,,50.0
410000,8,3238,3,2033,2,1995,Ex,56.0
235000,7,1865,3,992,2,2000,TA,
170000,7,1920,2,570,3,1968,TA,102.0
110000,5,892,1,864,1,1966,,
149900,5,1078,2,1078,1,1971,Fa,
177500,6,1573,2,756,2,2000,,
315000,9,1980,3,1980,2,2004,Gd,129.0
189000,5,2601,2,612,3,1921,,51.0
260000,7,1530,2,1530,2,2005,Gd,124.0
104900,4,1738,1,715,2,1920,Gd,
156932,6,1412,2,616,2,2006,Gd,73.0
144152,7,1200,2,600,2,2005,,30.0
216000,7,1674,2,814,2,2000,,
193000,7,1790,2,873,2,1999,,68.0
127000,5,1475,1,757,2,1977,TA,41.0
144000,6,848,2,848,1,2003,,
232000,8,1668,2,1657,2,2003,TA,48.0
105000,4,1374,1,840,1,1920,,90.0
165500,6,1661,1,992,1,1955,TA,80.0
274300,7,2097,2,1108,2,1998,TA,75.0
466500,10,2633,3,2633,2,2001,Gd,
250000,7,1958,3,1026,2,2005,Gd,85.0
239000,8,1571,3,1571,2,2007,Gd,89.0
91000,6,790,1,768,1,1930,,52.0
117000,5,1604,2,984,2,1941,,60.0
83000,6,987,1,483,1,1973,,21.0
167500,5,1394,2,384,2,2006,,73.0
58500,3,864,1,864,1,1914,,45.0
237500,6,2117,2,1205,2,1970,Gd,
157000,7,1762,2,596,1,1920,,60.0
112000,5,1416,2,816,2,1918,,
105000,6,1258,1,560,1,1939,,60.0
125500,4,1154,1,796,1,1922,,40.0
250000,7,2784,2,1392,3,1978,TA,80.0
136000,6,2526,1,714,2,1916,Gd,60.0
377500,9,1746,3,1746,2,2006,Gd,42.0
131000,6,1218,2,735,1,1941,Gd,60.0
235000,7,1525,2,1525,2,2000,,70.0
124000,5,1584,3,1584,2,1967,,65.0
123000,5,900,1,864,1,1967,Po,68.0
163000,6,1912,2,482,2,1905,TA,60.0
246578,7,1500,3,1356,2,2006,Gd,53.0
281213,8,2482,3,1094,2,2005,Gd,88.0
160000,5,1687,2,747,1,1948,TA,
137500,5,1513,1,939,1,1920,,51.0
138000,5,1904,1,1208,1,1950,,60.0
137450,6,1608,1,976,2,1925,Gd,51.0
120000,6,1158,1,862,1,1929,Gd,50.0
193000,6,1593,2,839,2,2004,TA,62.0
193879,7,1294,2,1286,2,2006,Gd,64.0
282922,8,1464,3,1485,2,2007,,49.0
105000,3,1214,3,672,1,1915,,60.0
275000,8,1646,2,1594,2,2004,Gd,44.0
133000,5,768,2,768,1,1972,,70.0
112000,5,833,0,833,1,1985,,
125500,4,1363,2,622,1,1910,,60.0
215000,7,2093,2,791,2,1986,TA,46.0
230000,7,1840,2,944,2,2001,,79.0
140000,6,1668,1,856,1,1950,,80.0
90000,4,1040,2,0,2,1949,,60.0
257000,8,1844,2,1844,2,2005,Gd,88.0
207000,6,1848,2,833,1,1923,Gd,64.0
175900,7,1569,3,1386,2,2007,TA,51.0
122500,4,2290,2,777,2,1885,,60.0
340000,8,2450,3,1284,2,1998,TA,
124000,5,1144,1,1144,1,1963,,71.0
223000,6,1844,2,1844,2,1969,TA,
179900,6,1416,2,708,2,1968,TA,90.0
127500,6,1069,2,1069,2,1977,Fa,53.0
136500,6,848,2,848,1,2003,,37.0
274970,6,2201,2,697,2,1966,Gd,
144000,5,1344,1,1024,1,1958,TA,
142000,6,1252,2,1252,1,1959,,80.0
271000,7,2127,2,1223,2,1994,TA,81.0
140000,5,1558,1,913,1,1945,TA,60.0
119000,5,804,1,788,1,1940,Gd,60.0
182900,6,1440,2,1440,2,1981,TA,
192140,5,1838,2,732,2,2005,Gd,60.0
143750,6,958,2,958,2,1976,,
64500,4,968,1,656,2,1927,,60.0
186500,6,1792,2,936,2,2000,TA,93.0
160000,5,1126,2,1126,2,1977,Gd,80.0
174000,6,1537,2,1319,1,1962,Gd,80.0
120500,4,864,2,864,1,1971,,60.0
394617,8,1932,3,1932,2,2008,Gd,96.0
149700,6,1236,2,912,1,1957,,90.0
197000,7,1725,2,539,2,1979,TA,80.0
191000,6,2555,2,588,2,1922,Gd,79.0
149300,6,848,2,848,1,2004,TA,
310000,10,2007,3,1017,2,2008,Ex,85.0
121000,6,952,1,952,1,1916,Gd,
179600,7,1422,2,1422,2,2004,,63.0
129000,6,913,1,814,1,1966,,70.0
157900,5,1188,1,1188,1,1962,,
240000,8,2090,2,1220,2,1995,TA,80.0
112000,4,1346,1,560,1,1910,,70.0
92000,5,630,0,630,1,1970,,21.0
136000,5,1792,0,896,2,1974,,60.0
287090,8,1578,3,1573,2,2008,Gd,78.0
145000,5,1072,2,547,1,2005,,35.0
84500,5,1140,0,1140,1,2006,,90.0
185000,7,1221,2,1221,2,2004,,62.0
175000,6,1647,2,953,2,1999,TA,62.0
210000,6,2073,2,1542,2,1978,TA,85.0
266500,7,2340,1,1152,2,1941,Gd,66.0
142125,5,1078,1,1078,1,1950,,68.0
147500,5,1256,1,1256,1,1965,,75.0
