loan_amnt,int_rate,grade,emp_length,home_ownership,annual_inc,age
4000,11.14,B,3,RENT,63000,35
4200,7.14,A,7,MORTGAGE,63000,36
3000,13.61,C,0,MORTGAGE,34000,29
15000,11.12,B,18,RENT,65000,23
10000,,E,3,RENT,60000,23
8000,5.99,A,3,MORTGAGE,24000,24
15000,11.11,B,7,MORTGAGE,92000,24
5000,13.49,C,7,RENT,44000,28
9000,7.14,A,11,RENT,140000,23
1750,11.11,B,9,MORTGAGE,36000,30
5000,,E,4,RENT,70000,29
15000,7.51,A,6,MORTGAGE,45000,32
11500,10.99,B,5,MORTGAGE,34000,22
10000,8.94,A,31,RENT,90000,37
12000,14.26,C,5,RENT,26000,24
19200,12.29,C,15,RENT,53000,22
5000,6.99,A,4,MORTGAGE,48000,27
17600,16.35,E,7,MORTGAGE,90000,28
12100,16.89,D,4,MORTGAGE,74000,27
4750,13.35,C,2,MORTGAGE,52250,23
8000,6.17,A,5,MORTGAGE,112000,27
10000,7.66,A,26,RENT,107500,23
5500,15.23,C,1,RENT,19200,34
5500,7.49,A,3,RENT,48000,25
1000,7.29,A,0,RENT,48000,22
9000,12.42,B,3,RENT,65000,30
6000,5.79,A,24,MORTGAGE,90000,24
7500,9.88,B,3,RENT,67500,41
3200,,B,3,RENT,44568,22
8000,7.51,A,,OWN,30996,24
8000,14.65,C,2,MORTGAGE,45000,32
25000,9.91,B,3,RENT,66000,24
20000,13.12,D,8,MORTGAGE,85000,25
2875,14.59,D,14,MORTGAGE,79000,27
5000,7.29,A,3,RENT,41500,48
6225,14.35,C,0,RENT,52000,27
7800,7.88,A,0,MORTGAGE,66000,23
1500,8.9,A,6,MORTGAGE,48000,36
5575,6.54,A,11,MORTGAGE,97781,23
10000,7.74,A,3,RENT,54996,31
4500,10.65,B,2,RENT,91500,29
5500,15.31,D,5,RENT,43000,23
8000,10.59,B,0,RENT,26400,27
2400,12.68,C,2,RENT,41300,24
5575,,B,2,OWN,62000,23
4800,10.37,B,25,MORTGAGE,55980,23
2500,,C,4,RENT,37225,26
12500,6.03,A,2,MORTGAGE,180000,30
13275,,C,,RENT,38040,30
1000,11.99,B,11,RENT,35000,25
10000,8.9,A,11,RENT,31000,22
4375,,B,6,RENT,130000,35
7000,5.79,A,5,RENT,41779,29
10000,,A,4,OWN,69996,24
25000,16.07,D,2,MORTGAGE,216000,25
5600,6.03,A,21,RENT,56000,24
8400,12.69,B,1,RENT,75000,24
20000,12.21,B,6,RENT,51500,24
2500,7.66,A,14,MORTGAGE,70800,26
4700,7.14,A,10,MORTGAGE,120000,29
6000,12.69,B,1,RENT,112000,28
7000,11.66,C,3,MORTGAGE,44000,70
7200,14.35,C,5,RENT,98500,27
5000,16.77,D,4,RENT,90000,26
15000,11.36,B,2,MORTGAGE,51000,32
5000,12.53,C,3,RENT,55000,28
25000,10.99,B,4,MORTGAGE,160000,27
30000,14.91,D,2,MORTGAGE,130000,24
7000,9.2,B,10,MORTGAGE,88000,31
8000,10.62,B,3,OWN,65000,38
10000,12.18,B,5,RENT,60000,21
25000,17.93,E,9,MORTGAGE,92000,24
10000,15.28,D,2,MORTGAGE,95004,21
3250,16.32,D,5,RENT,18996,33
21650,12.69,B,6,MORTGAGE,62361,26
5000,12.61,C,5,MORTGAGE,45000,22
6500,9.25,B,3,RENT,60000,22
20000,6.91,A,7,MORTGAGE,100000,22
6000,5.99,A,13,MORTGAGE,100860,24
8000,10.38,B,4,RENT,45000,25
2300,6.76,A,13,RENT,34416,21
6000,16.77,E,2,MORTGAGE,72000,24
25000,,D,17,MORTGAGE,102456,26
11200,14.79,C,1,MORTGAGE,91200,25
17000,13.49,C,5,RENT,37000,35
20000,6.91,A,8,MORTGAGE,140304,32
12000,10.74,B,22,RENT,75000,22
9000,,B,4,RENT,84800,28
12800,6.92,A,2,MORTGAGE,76800,26
12000,10.39,B,3,RENT,34138,26
5000,11.14,B,1,RENT,70500,22
10500,15.27,C,10,RENT,60000,28
18200,14.26,C,5,MORTGAGE,55900,26
10000,7.14,A,11,MORTGAGE,80000,22
15000,,B,13,MORTGAGE,120000,30
5500,7.9,A,1,RENT,25200,23
13000,7.51,A,23,MORTGAGE,54000,21
25000,12.61,C,5,MORTGAGE,500000,43
10000,12.42,B,11,RENT,90000,25
6000,7.14,A,12,MORTGAGE,228000,27
5425,8.49,A,10,MORTGAGE,76000,26
15000,13.23,C,4,MORTGAGE,39700,37
13500,13.99,C,6,RENT,57772,24
20000,7.88,A,15,MORTGAGE,300000,26
18600,13.57,C,5,RENT,95000,34
25000,15.7,D,12,MORTGAGE,273000,25
7000,7.49,A,,MORTGAGE,45000,24
15000,6.62,A,8,OWN,80000,53
4000,6.54,A,2,RENT,45600,25
2000,14.35,C,6,OWN,43200,23
8000,,C,2,RENT,93100,34
6000,13.36,D,3,RENT,59500,32
5000,13.35,C,12,MORTGAGE,35000,34
6600,,B,0,MORTGAGE,72000,33
7500,16.29,D,3,RENT,48000,37
3900,11.36,B,0,MORTGAGE,45000,27
9150,16.29,D,4,MORTGAGE,76000,43
4500,6.76,A,3,RENT,52800,23
8500,13.11,C,0,OWN,38000,24
5000,12.84,C,5,RENT,33000,21
7000,10.62,B,5,RENT,62000,38
11500,14.79,C,3,RENT,63000,24
2000,9.25,B,2,RENT,42000,25
5525,12.68,C,29,RENT,56004,28
5000,17.51,E,1,OWN,110000,28
2000,13.16,C,11,RENT,26500,37
7500,14.96,D,7,RENT,25200,22
6000,7.68,A,8,RENT,41004,24
10000,9.91,B,3,MORTGAGE,26004,25
12000,,B,12,RENT,42000,31
10800,12.09,C,2,RENT,39288,28
8000,13.49,C,6,MORTGAGE,60000,23
25000,17.93,E,3,RENT,90000,25
23450,11.36,B,1,MORTGAGE,166000,22
14000,12.69,B,4,RENT,75000,34
1500,11.48,B,0,RENT,18000,34
4375,7.51,A,7,MORTGAGE,17108,38
20000,,C,2,MORTGAGE,68808,27
7500,11.99,B,0,RENT,68000,24
8000,6.92,A,26,MORTGAGE,54000,25
2800,15.21,D,3,RENT,13000,23
8000,6.99,A,7,MORTGAGE,96000,30
8000,5.99,A,15,MORTGAGE,120000,27
12800,16,D,5,RENT,40000,23
4000,6.03,A,12,MORTGAGE,115000,25
5000,6.17,A,,RENT,40000,22
5000,13.11,C,4,RENT,27264,22
3000,10.37,B,2,RENT,20004,21
20000,12.69,B,0,RENT,74000,24
20000,6.54,A,19,MORTGAGE,69000,47
5000,,B,0,RENT,16800,26
4000,11.48,B,1,MORTGAGE,40000,23
8000,12.23,C,9,RENT,53000,25
12475,6.62,A,5,MORTGAGE,66000,48
9000,7.49,A,5,RENT,36400,27
28000,7.9,A,22,MORTGAGE,320000,27
6000,11.36,B,2,MORTGAGE,54120,27
1600,14.46,D,5,RENT,38000,26
16000,,A,4,RENT,119000,25
15000,16.4,E,0,MORTGAGE,97000,23
4000,13.48,C,3,MORTGAGE,65000,36
6000,9.99,B,25,MORTGAGE,110000,22
6500,6.03,A,7,MORTGAGE,72000,27
3000,13.47,C,3,RENT,66000,25
7000,8,A,0,RENT,22480,26
8000,13.47,C,1,RENT,45000,25
14000,15.62,D,33,MORTGAGE,80000,25
9400,9.91,B,2,RENT,45500,26
11400,13.04,C,3,MORTGAGE,96000,22
5000,7.49,A,4,RENT,75000,23
2800,9.62,B,4,RENT,47000,45
12000,,B,12,RENT,52000,28
1000,9.62,B,17,OWN,45600,23
25000,13.11,C,0,RENT,106000,37
5000,,B,0,RENT,49800,45
4000,10,B,5,RENT,26004,29
16000,7.88,A,6,MORTGAGE,101000,26
6000,14.91,D,2,RENT,33600,27
20000,11.49,B,8,MORTGAGE,81000,24
3000,7.9,A,11,MORTGAGE,65000,27
10800,15.65,D,2,RENT,79135,25
18800,6.99,A,7,RENT,55000,26
4000,5.42,A,1,RENT,50000,24
2500,13.61,C,11,MORTGAGE,50000,25
2100,,C,6,RENT,51996,32
6000,10.75,B,6,RENT,26000,27
12000,16.77,D,0,MORTGAGE,44004,27
5000,6.99,A,1,RENT,52000,22
7800,16.49,D,1,RENT,33600,24
3500,12.23,C,4,RENT,52692,23
2500,,A,2,RENT,51873,23
15000,11.89,B,12,RENT,69996,23
1000,,C,16,MORTGAGE,50000,30
5000,13.79,C,0,RENT,45000,24
2875,11.28,C,1,RENT,36800,25
4000,13.06,C,4,RENT,70000,26
17000,,E,10,MORTGAGE,97243.52,55
10000,5.79,A,14,OWN,82500,24
5000,12.99,C,0,OWN,68400,27
4000,17.19,E,,OWN,37200,25
16000,7.9,A,8,RENT,70000,39
8400,12.98,C,6,MORTGAGE,152004,35
3000,6.17,A,,MORTGAGE,48000,37
17000,,B,3,RENT,52500,24
3500,14.35,C,0,OWN,48000,42
8000,,B,12,MORTGAGE,40000,25
1600,9.88,B,2,MORTGAGE,87500,23
22400,,B,12,MORTGAGE,110000,28
5000,11.36,B,17,RENT,58000,28
10000,13.48,C,8,RENT,48000,28
3500,7.68,A,8,MORTGAGE,98000,30
4325,7.49,A,16,MORTGAGE,44300,28
6400,10.65,B,2,MORTGAGE,20000,23
4200,,B,7,RENT,36000,22
4000,13.43,C,0,RENT,45000,31
3000,7.49,A,4,RENT,42000,32
7800,13.79,C,5,RENT,34000,21
7400,7.51,A,3,MORTGAGE,31075,34
3000,,A,13,MORTGAGE,55000,36
24250,10.75,B,16,MORTGAGE,41004,21
3000,14.26,C,0,RENT,16800,31
13000,7.9,A,13,OWN,53100,26
2000,10.99,B,4,MORTGAGE,62400,25
3000,12.42,B,11,RENT,61200,23
21000,10,B,2,RENT,75000,22
21000,9.99,B,5,MORTGAGE,136000,40
2000,16.89,D,2,RENT,33000,38
3500,6.03,A,15,MORTGAGE,95000,28
25000,14.83,D,1,MORTGAGE,300000,31
15000,12.73,C,,RENT,49439,41
3000,,D,3,RENT,53000,21
12000,10.36,B,4,RENT,42000,31
13000,12.53,C,9,MORTGAGE,54000,32
13000,7.29,A,10,OWN,40000,23
23000,14.84,D,10,MORTGAGE,53000,31
8000,12.61,C,0,RENT,95004,22
21000,15.2,E,15,MORTGAGE,75000,27
12000,,C,2,RENT,85000,30
3000,13.35,C,3,OWN,38004,24
20000,11.48,B,3,MORTGAGE,105000,23
11200,12.18,B,8,RENT,36000,52
21000,10.74,B,32,MORTGAGE,93000,32
5600,,C,4,MORTGAGE,93000,26
7000,13.92,C,3,OWN,65000,26
16750,7.88,A,11,MORTGAGE,45344,36
4500,9.99,B,3,MORTGAGE,38000,27
8500,14.35,C,1,RENT,40000,22
10000,,B,8,OWN,68000,31
4500,,A,8,MORTGAGE,28000,26
22750,6.91,A,1,OWN,42000,34
8000,11.71,B,3,MORTGAGE,140000,25
20000,18.25,F,0,RENT,90000,23
8850,6.99,A,5,MORTGAGE,60000,23
5000,13.35,C,2,RENT,45000,31
5400,8.9,A,2,MORTGAGE,47000,21
8500,7.49,A,,MORTGAGE,230000,29
10000,8.49,A,5,MORTGAGE,240000,29
4800,12.87,C,0,OWN,28500,21
1500,12.86,D,2,RENT,35780,29
20000,14.84,D,4,RENT,60000,30
5000,10.39,B,6,MORTGAGE,77000,24
11800,7.51,A,2,MORTGAGE,175000,36
15000,7.88,A,0,RENT,40000,24
1500,7.88,A,7,MORTGAGE,65004,21
9000,10.99,B,2,RENT,51000,23
20000,15.96,C,6,MORTGAGE,78000,33
7000,12.92,D,9,MORTGAGE,82000,24
2000,10.59,B,2,MORTGAGE,28800,28
8000,6.54,A,2,RENT,113300,38
4000,6.76,A,9,MORTGAGE,38000,22
10000,7.51,A,6,MORTGAGE,54000,26
2500,10.65,B,2,RENT,24000,27
15000,17.14,E,1,OWN,79200,27
5000,7.4,A,11,OWN,85800,34
7500,,D,8,RENT,125000,27
20000,13.22,C,12,RENT,97356,34
12375,13.49,C,9,MORTGAGE,53000,25
5000,7.74,A,15,OWN,39124,22
23100,14.74,D,1,MORTGAGE,165000,33
20000,11.54,C,0,MORTGAGE,96000,35
14550,8.94,A,2,RENT,80409,46
15000,,D,0,MORTGAGE,136000,35
15000,10.75,B,19,RENT,50400,26
15000,11.83,B,6,MORTGAGE,233000,40
3400,13.06,C,0,RENT,48000,35
14000,10.25,B,16,MORTGAGE,98000,29
7500,7.29,A,7,MORTGAGE,132000,40
10400,11.49,B,22,OWN,38000,31
9000,13.22,C,4,MORTGAGE,58000,43
12250,8.94,A,6,MORTGAGE,32000,24
2000,18.39,E,1,RENT,24000,21
3200,10.25,B,11,MORTGAGE,77000,22
10000,6.62,A,22,RENT,45000,23
18000,14.46,D,8,RENT,48000,24
7500,10.01,B,2,RENT,50000,24
10000,10.99,B,11,MORTGAGE,79000,22
20000,6.91,A,3,MORTGAGE,102996,24
13200,7.9,A,6,MORTGAGE,62500,21
15000,12.73,C,3,MORTGAGE,80300,34
8000,6.62,A,3,RENT,62400,29
6000,10.62,B,8,MORTGAGE,84000,25
8000,7.49,A,5,MORTGAGE,54000,24
17000,10.25,B,1,MORTGAGE,83000,26
18250,14.26,C,8,RENT,52000,25
10000,,A,2,MORTGAGE,60000,22
3800,6.99,A,17,OWN,20000,30
10000,8.49,A,16,RENT,35000,27
7500,11.34,C,0,MORTGAGE,97000,22
8875,7.66,A,8,MORTGAGE,30996,29
20000,6.54,A,0,RENT,156000,30
10000,15.2,D,22,RENT,80004,27
15000,9.99,B,12,MORTGAGE,50000,24
4000,8.7,B,1,RENT,44000,24
16000,17.15,F,6,RENT,63175.25,22
25000,13.61,C,9,RENT,54000,29
10000,16.4,E,16,RENT,50800,33
5000,5.42,A,3,MORTGAGE,165000,23
12000,11.71,B,2,RENT,77000,26
35000,7.9,A,5,MORTGAGE,102000,23
8700,7.88,A,4,RENT,68000,27
8400,,A,1,OWN,45500,28
10000,16,E,1,RENT,36000,23
3000,19.13,F,0,MORTGAGE,60000,23
9600,5.79,A,3,OWN,39000,27
29800,10.65,B,7,OWN,62352,23
4000,9.91,B,16,RENT,82350,32
2400,13.75,E,7,RENT,47000,23
10000,8.59,A,4,RENT,73000,32
6000,14.54,D,9,RENT,60000,25
4000,,C,0,RENT,45000,21
8000,7.29,A,4,RENT,43300,24
6000,7.49,A,6,MORTGAGE,97000,28
12000,,B,5,RENT,37500,30
1800,11.99,B,5,RENT,33195.2,23
20000,6.54,A,13,MORTGAGE,100000,29
4500,6.03,A,4,RENT,53000,40
7200,9.99,B,0,RENT,35004,25
5000,11.22,C,0,OWN,80000,39
15000,14.74,D,1,MORTGAGE,87000,26
15000,9.99,B,10,MORTGAGE,50000,23
12000,6.62,A,1,RENT,48400,32
14000,8.9,A,7,MORTGAGE,108000,36
6000,8.94,A,7,RENT,27000,31
10000,,D,13,RENT,48000,23
18000,14.65,C,4,RENT,60372,28
3150,5.79,A,2,RENT,42000,25
12000,7.88,A,11,MORTGAGE,110000,37
4500,11.48,B,0,MORTGAGE,42000,26
5000,13.72,C,4,RENT,28000,23
3000,,A,7,MORTGAGE,72000,24
8000,,D,2,MORTGAGE,84000,55
9000,5.42,A,23,MORTGAGE,266000,28
2700,13.49,C,2,RENT,35004,31
10000,13.49,C,5,RENT,84000,25
9000,14.54,D,3,RENT,88000,33
25000,15.31,D,0,MORTGAGE,240000,48
16500,,D,26,MORTGAGE,64000,23
9100,12.42,B,5,MORTGAGE,81000,22
10000,11.11,B,14,OWN,78996,22
8000,13.72,C,22,MORTGAGE,55000,29
3000,16.45,E,5,RENT,32400,22
3500,6.54,A,0,MORTGAGE,48000,22
4750,10.62,B,12,RENT,24000,24
10000,13.62,D,6,RENT,49500,24
11050,10.37,B,3,MORTGAGE,74758,23
7500,10.33,B,21,RENT,68608,50
8000,15.95,D,5,RENT,49992,24
15000,16.07,D,4,MORTGAGE,40320,38
3000,10.62,B,0,RENT,45000,30
7200,6.03,A,20,MORTGAGE,114000,30
25000,15.65,D,5,RENT,54383.42,30
11600,13.48,C,2,MORTGAGE,61000,45
6925,9.62,B,0,RENT,78000,22
5800,7.49,A,1,RENT,32000,27
12000,14.74,D,1,RENT,56100,25
6000,6.03,A,9,MORTGAGE,44400,25
10000,14.11,D,1,RENT,45000,29
12000,12.23,C,7,RENT,62500,26
3000,11.86,D,2,MORTGAGE,36153,35
11200,9.32,A,0,MORTGAGE,66000,30
4000,10.74,B,1,RENT,58000,23
4800,16.29,D,13,OWN,30000,37
8000,11.86,B,2,MORTGAGE,35000,24
11275,12.99,C,13,MORTGAGE,220000,34
8000,7.51,A,2,MORTGAGE,52000,36
1500,14.74,D,1,RENT,39500,48
5000,15.07,E,0,RENT,27500,24
8000,13.23,C,18,OWN,89520,29
6500,10.99,B,15,MORTGAGE,55605,24
6000,13.49,C,0,RENT,30000,23
6000,11.71,B,3,RENT,30000,24
10000,8.94,A,5,RENT,50000,23
20000,17.51,E,3,MORTGAGE,80600,24
10750,6.17,A,4,MORTGAGE,80000,30
18500,15.33,F,1,RENT,90000,24
20000,17.14,E,2,RENT,75000,30
8450,12.29,C,0,RENT,2039784,42
12000,6.91,A,3,RENT,82700,26
10000,8.59,A,0,MORTGAGE,200000,30
20000,11.83,B,2,RENT,98000,22
5000,10.99,B,1,RENT,34800,23
8325,,A,29,MORTGAGE,52000,36
25000,10.75,B,6,RENT,129996,26
8000,11.11,B,6,MORTGAGE,97000,24
15000,8.88,B,6,RENT,87000,32
2000,14.84,D,0,MORTGAGE,21600,24
16000,6.91,A,10,OWN,135000,23
4750,13.85,C,1,RENT,15600,25
21500,11.83,B,14,OWN,140000,44
9000,8.9,A,3,RENT,80000,26
6500,6.62,A,14,MORTGAGE,30000,26
4800,13.61,C,1,RENT,32000,22
18000,17.93,E,2,RENT,180000,39
4000,,A,1,MORTGAGE,45000,27
12800,10.59,B,4,RENT,42000,26
15000,13.98,C,8,RENT,48000,36
15600,15.7,D,4,MORTGAGE,91080,29
12000,10.74,B,4,RENT,46000,29
6000,13.98,C,4,RENT,75000,23
15000,12.42,B,4,RENT,95000,25
9750,14.65,C,16,MORTGAGE,69950,22
7000,15.62,D,3,MORTGAGE,120000,24
1500,,C,0,MORTGAGE,14400,21
24000,9.91,B,4,RENT,120000,22
10000,10.99,B,19,MORTGAGE,59000,22
9600,13.92,C,0,MORTGAGE,90000,38
7500,11.14,B,9,RENT,57000,34
18000,8.49,A,7,RENT,60000,33
8400,12.53,B,5,RENT,140000,26
6000,17.19,E,2,RENT,50004,27
6000,,B,3,RENT,25000,21
15000,15.58,D,1,RENT,65004,25
15000,9.99,B,2,RENT,100000,24
7500,13.49,C,,RENT,38400,33
12000,7.29,A,4,MORTGAGE,60000,29
10225,,C,4,RENT,50000,28
8000,14.26,C,5,RENT,30000,24
4900,10.96,B,1,MORTGAGE,75000,24
15000,15.27,C,6,RENT,185000,25
24250,11.36,B,1,MORTGAGE,127000,29
2300,11.11,B,0,RENT,25920,25
25000,13.11,C,11,RENT,140000,28
1600,7.68,A,2,RENT,23000,24
6000,15.37,D,1,MORTGAGE,72000,28
5375,,B,2,RENT,23400,41
5500,12.53,C,3,RENT,27996,23
18000,9.88,B,1,RENT,70000,24
5000,15.05,D,5,RENT,85000,30
4400,19.91,E,0,RENT,14400,22
25000,13.8,C,24,MORTGAGE,59000,22
4000,10.25,B,6,RENT,26000,27
7500,11.86,B,2,RENT,40000,28
7200,8,A,12,RENT,42996,23
14000,5.42,A,6,MORTGAGE,70000,25
11000,12.18,B,2,RENT,41000,22
8500,13.57,C,2,RENT,20000,35
5000,,A,5,MORTGAGE,60000,25
10000,12.21,B,14,MORTGAGE,67000,26
9600,9.32,A,5,RENT,62000,36
3200,5.42,A,15,MORTGAGE,63996,33
9000,10.59,B,0,RENT,60000,26
12000,7.49,A,2,MORTGAGE,96000,23
35000,19.69,E,7,MORTGAGE,270000,30
6000,14.96,D,11,MORTGAGE,37785,23
15000,10,B,3,MORTGAGE,85000,23
13200,16.29,D,,MORTGAGE,49800,30
12000,7.29,A,9,MORTGAGE,77000,33
16000,13.11,C,3,RENT,62800,33
15000,14.17,C,4,RENT,140000,22
9600,6.03,A,24,MORTGAGE,60000,25
8000,,A,11,OWN,99000,28
6000,10.99,B,5,RENT,100000,34
8400,,D,2,RENT,55600,27
14000,12.61,C,3,RENT,69000,24
16000,15.7,D,4,MORTGAGE,69000,26
15000,,B,4,MORTGAGE,69500,34
20000,18.25,F,7,RENT,62000,28
4000,16,E,0,RENT,17600,38
9000,13.06,C,26,RENT,42000,29
1000,15.58,D,20,RENT,48000,21
3000,13.92,C,0,OWN,62500,31
16750,14.09,D,4,RENT,39996,35
4200,9.32,A,0,MORTGAGE,75000,27
14000,12.84,C,3,RENT,145000,24
8000,,A,,MORTGAGE,33600,27
5000,13.85,C,9,MORTGAGE,33685,22
21250,15.95,D,12,RENT,56000,24
6000,13.49,C,4,RENT,50000,23
2000,11.36,B,2,MORTGAGE,38000,31
20000,17.04,E,1,RENT,60000,24
1000,7.29,A,0,RENT,69000,23
4000,9.32,A,8,OWN,55000,22
5000,10.65,B,4,RENT,49000,24
12000,10.59,B,3,RENT,42886,30
2800,10.65,B,2,MORTGAGE,90000,40
2000,16,E,0,RENT,24000,24
6500,,B,0,RENT,62467,21
3200,10.99,B,3,MORTGAGE,31200,22
3900,11.99,B,2,RENT,55000,28
7500,11.71,B,13,MORTGAGE,153000,25
13250,13.49,C,6,RENT,37500,26
14900,13.57,C,2,RENT,58900,22
5000,,B,11,RENT,30000,26
15000,13.85,C,3,MORTGAGE,135000,28
2800,13.47,C,3,RENT,52582,26
6000,10,B,2,MORTGAGE,49200,25
9350,,A,5,MORTGAGE,48500,30
6000,10.62,B,5,MORTGAGE,40000,26
20000,,B,2,RENT,60000,25
8000,15.31,D,5,RENT,61000,22
16800,,B,12,RENT,55000,24
8000,12.84,C,5,RENT,81600,24
1200,11.49,B,4,MORTGAGE,42000,24
5000,10.38,B,3,RENT,50400,23
24000,14.96,D,24,OWN,160000,36
20000,17.74,E,14,MORTGAGE,200000,26
14000,15.62,D,6,MORTGAGE,66675,28
7000,12.69,B,0,RENT,30000,23
7000,13.61,C,8,RENT,81000,31
12000,,C,2,RENT,62000,28
6000,14.27,C,14,MORTGAGE,195000,34
12000,7.37,A,0,MORTGAGE,50004,22
9000,9.63,A,5,RENT,85004,27
7500,15.58,D,5,RENT,90000,23
8000,12.69,B,5,MORTGAGE,35000,35
5500,7.14,A,4,MORTGAGE,61766,39
1800,9.25,B,1,RENT,75000,26
3000,8.9,A,0,MORTGAGE,70000,31
20000,15.65,D,15,RENT,52000,24
14000,5.42,A,3,RENT,85000,29
10000,10.37,B,4,RENT,30636,34
2500,15.68,E,4,RENT,32108,29
7500,15.31,D,1,RENT,37000,28
12800,12.84,C,7,RENT,60000,26
6000,10.65,B,0,RENT,55000,25
3500,,C,15,MORTGAGE,176600,31
22800,17.27,D,5,MORTGAGE,50000,24
5000,,D,13,RENT,72000,22
8000,12.53,B,3,OWN,36000,35
5900,11.12,B,13,OWN,60000,22
20000,11.12,B,4,RENT,100000,27
12000,7.29,A,7,RENT,57000,21
5300,11.49,B,2,RENT,47500,32
8000,6.62,A,8,MORTGAGE,40000,44
1000,7.68,A,9,MORTGAGE,72000,29
5000,,D,3,RENT,24996,22
12000,7.9,A,2,RENT,52000,29
10000,6.03,A,4,MORTGAGE,50000,29
20000,10.99,B,29,RENT,60000,28
8400,11.99,B,9,RENT,51300,26
2800,16,D,3,RENT,33396,24
4000,15.62,D,7,MORTGAGE,72000,23
3800,6.03,A,12,MORTGAGE,85000,27
12000,10.75,B,0,MORTGAGE,60000,35
30000,14.27,C,1,MORTGAGE,125000,25
6000,12.68,C,22,MORTGAGE,40000,33
10000,13.49,C,3,MORTGAGE,30000,22
6800,,A,11,MORTGAGE,70000,22
5000,,A,10,OWN,24000,42
17950,10.91,C,3,RENT,75000,21
21000,9.91,B,1,RENT,93000,22
11750,13.47,C,3,RENT,98000,27
5000,15.65,D,17,OWN,52000,26
2500,11.99,B,,RENT,12000,21
12000,13.99,D,1,OWN,50000,33
8000,12.99,C,,RENT,24000,27
3600,,B,6,RENT,48492,22
6400,8.49,A,2,RENT,62758,22
4000,,A,16,MORTGAGE,57600,23
9500,10.78,C,33,OWN,74600,28
10000,16.77,D,3,RENT,40000,27
3000,8,A,13,RENT,36000,27
15000,13.47,C,2,MORTGAGE,90301,32
16000,,B,14,RENT,44000,29
1000,7.49,A,,RENT,29311,35
4000,10.59,B,0,RENT,45200,30
11200,10.25,B,2,MORTGAGE,131000,32
6000,5.42,A,16,MORTGAGE,55000,38
9000,9.63,A,4,MORTGAGE,65000,22
8000,6.62,A,17,OWN,42000,24
1000,14.11,D,27,MORTGAGE,69743,23
10000,10.74,B,4,MORTGAGE,108000,28
6000,14.11,D,1,RENT,35004,26
5000,10.59,B,21,RENT,53922,31
8000,15.99,D,5,MORTGAGE,65000,26
6800,10.99,B,0,RENT,77500,24
12000,10.37,B,4,RENT,70000,25
1500,6.62,A,5,MORTGAGE,96000,23
15000,13.98,C,9,MORTGAGE,51992,24
15000,13.49,C,5,RENT,100000,26
7750,9.63,A,2,RENT,49000,25
10000,5.42,A,0,MORTGAGE,93000,32
10000,13.22,C,7,OTHER,44160,24
20000,13.92,C,15,RENT,84000,25
4000,12.68,C,5,OWN,65600,30
6600,11.14,B,2,RENT,40200,27
3600,13.23,C,25,MORTGAGE,100000,24
8000,5.79,A,3,RENT,60000,35
1000,15.96,C,,RENT,24000,30
6000,8.49,A,7,MORTGAGE,100000,22
24250,,B,1,RENT,125000,40
25000,7.49,A,3,MORTGAGE,115000,28
9000,5.99,A,8,MORTGAGE,75000,21
6000,15.21,D,2,RENT,69400,26
10000,10.62,B,4,RENT,48000,29
9250,8.49,A,8,MORTGAGE,45000,32
7700,10.74,B,2,MORTGAGE,100000,24
3500,9.25,B,5,RENT,54084,25
15000,7.9,A,2,RENT,85000,25
7500,12.53,B,1,RENT,55000,24
8550,11.99,B,3,RENT,42000,22
2700,10.75,B,15,RENT,24000,23
3000,,B,1,RENT,37000,25
6000,10.71,B,0,MORTGAGE,32388,23
16075,10.37,B,3,RENT,54000,22
3000,7.75,A,37,OWN,125000,33
6000,8,A,3,MORTGAGE,53000,29
23325,15.27,C,6,MORTGAGE,65000,36
10000,13.61,C,2,RENT,48450,36
25000,14.79,C,1,MORTGAGE,192000,46
12000,12.53,B,8,RENT,174000,26
16950,10.37,B,3,MORTGAGE,75000,29
7200,7.29,A,1,MORTGAGE,64000,34
4000,16.49,D,5,MORTGAGE,25344,24
1500,,D,13,MORTGAGE,45996,25
7000,11.86,B,8,MORTGAGE,66360,31
10000,14.96,D,0,OWN,33996,22
15000,10.2,B,0,MORTGAGE,100000,24
12500,5.99,A,5,MORTGAGE,75000,26
2400,7.49,A,3,RENT,60000,27
10000,9.99,B,4,MORTGAGE,73524,24
14000,12.87,C,7,OWN,58000,31
20000,14.74,D,5,RENT,45000,24
15000,12.18,B,8,MORTGAGE,50000,23
2000,9.62,B,,MORTGAGE,53500,23
15000,11.99,B,16,RENT,42300,24
15000,14.27,C,8,MORTGAGE,75000,22
8400,13.22,C,1,RENT,36000,38
15000,10.25,B,7,OWN,48000,25
4500,11.99,B,2,RENT,52000,39
8400,11.89,B,0,RENT,160000,30
9000,9.32,A,4,OTHER,112000,24
4500,11.89,B,3,RENT,50000,52
15000,,A,0,MORTGAGE,63000,39
1500,8.94,A,0,RENT,52000,45
10000,11.86,B,4,MORTGAGE,50000,38
4000,14.65,C,2,OWN,38000,32
12000,12.98,C,3,RENT,60000,23
21000,11.49,B,4,MORTGAGE,100800,24
10500,6.99,A,19,MORTGAGE,70000,42
12000,5.79,A,1,RENT,170000,28
4200,14.27,C,2,MORTGAGE,80000,26
10000,7.66,A,8,MORTGAGE,96000,28
25000,16.32,D,5,MORTGAGE,97000,30
3200,11.14,B,3,RENT,30000,21
13600,15.23,C,4,MORTGAGE,56000,23
